CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350377.03,Agincourt North,Economic,Job Access,Retail,before,412.0
5350377.04,Agincourt North,Economic,Job Access,Retail,before,2078.0
5350377.06,Milliken,Economic,Job Access,Retail,before,1368.0
5350377.07,Milliken,Economic,Job Access,Retail,before,3069.0
5350377.08,Agincourt South-Malvern West,Economic,Job Access,Retail,before,3015.0
5350377.09,Agincourt South-Malvern West,Economic,Job Access,Retail,before,2365.0
5350378.02,Agincourt South-Malvern West,Economic,Job Access,Retail,before,5022.0
5350378.03,Malvern East,Economic,Job Access,Retail,before,1999.0
5350378.04,Malvern West,Economic,Job Access,Retail,before,4988.0
5350378.05,Malvern East,Economic,Job Access,Retail,before,1275.0
5350378.06,Malvern West,Economic,Job Access,Retail,before,2271.0
5350378.07,Agincourt South-Malvern West,Economic,Job Access,Retail,before,5918.0
5350378.08,Agincourt North,Economic,Job Access,Retail,before,3841.0
5350378.11,Malvern West,Economic,Job Access,Retail,before,2247.0
5350378.12,Malvern East,Economic,Job Access,Retail,before,1583.0
5350378.14,Agincourt North,Economic,Job Access,Retail,before,3159.0
5350378.16,Malvern East,Economic,Job Access,Retail,before,1202.0
5350378.17,Malvern East,Economic,Job Access,Retail,before,2243.0
5350378.18,Milliken,Economic,Job Access,Retail,before,3471.0
5350378.19,Milliken,Economic,Job Access,Retail,before,1765.0
5350378.20,Milliken,Economic,Job Access,Retail,before,2994.0
5350378.21,Milliken,Economic,Job Access,Retail,before,3083.0
5350378.22,Milliken,Economic,Job Access,Retail,before,117.0
5350378.23,Agincourt North,Economic,Job Access,Retail,before,4866.0
5350378.24,Agincourt North,Economic,Job Access,Retail,before,644.0
5350378.25,Morningside Heights,Economic,Job Access,Retail,before,0.0
5350378.26,Morningside Heights,Economic,Job Access,Retail,before,1239.0
5350378.28,Morningside Heights,Economic,Job Access,Retail,before,0.0
5350378.27,Morningside Heights,Economic,Job Access,Retail,before,0.0
5350266.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Retail,before,0.0
5350247.01,West Humber-Clairville,Economic,Job Access,Retail,before,0.0
5350296.00,Downsview,Economic,Job Access,Retail,before,0.0
5350323.02,Bayview Woods-Steeles,Economic,Job Access,Retail,before,0.0
5350001.00,South Riverdale,Economic,Job Access,Retail,before,0.0
5350236.02,Eringate-Centennial-West Deane,Economic,Job Access,Retail,before,0.0
5350264.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Retail,before,0.0
5350244.01,Elms-Old Rexdale,Economic,Job Access,Retail,before,0.0
5350186.00,Leaside-Bennington,Economic,Job Access,Retail,before,0.0
5350267.00,Banbury-Don Mills,Economic,Job Access,Retail,before,0.0
5350002.00,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Retail,before,0.0
5350003.00,South Parkdale,Economic,Job Access,Service,before,1793.0
5350004.00,South Parkdale,Economic,Job Access,Service,before,7375.0
5350005.00,South Parkdale,Economic,Job Access,Service,before,12264.0
5350006.00,South Parkdale,Economic,Job Access,Service,before,10770.0
5350007.01,South Parkdale,Economic,Job Access,Service,before,10410.0
5350007.02,South Parkdale,Economic,Job Access,Service,before,12276.0
5350008.01,Fort York-Liberty Village,Economic,Job Access,Service,before,13336.0
5350008.02,Fort York-Liberty Village,Economic,Job Access,Service,before,7785.0
5350009.00,West Queen West,Economic,Job Access,Service,before,18555.0
5350010.01,West Queen West,Economic,Job Access,Service,before,30236.0
5350010.02,West Queen West,Economic,Job Access,Service,before,35946.0
5350011.01,Wellington Place,Economic,Job Access,Service,before,38610.0
5350011.02,Wellington Place,Economic,Job Access,Service,before,45163.0
5350011.03,Wellington Place,Economic,Job Access,Service,before,43200.0
5350012.01,Harbourfront-CityPlace,Economic,Job Access,Service,before,26944.0
5350012.03,Harbourfront-CityPlace,Economic,Job Access,Service,before,30958.0
5350012.04,Harbourfront-CityPlace,Economic,Job Access,Service,before,35277.0
5350013.01,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Service,before,43065.0
5350013.02,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Service,before,36624.0
5350014.00,Yonge-Bay Corridor,Economic,Job Access,Service,before,40240.0
5350015.00,Downtown Yonge East,Economic,Job Access,Service,before,43696.0
5350016.00,Moss Park,Economic,Job Access,Service,before,35681.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Service,before,15310.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Service,before,30293.0
5350018.00,South Riverdale,Economic,Job Access,Service,before,7435.0
5350019.00,South Riverdale,Economic,Job Access,Service,before,6663.0
5350020.00,The Beaches,Economic,Job Access,Service,before,4461.0
5350021.00,The Beaches,Economic,Job Access,Service,before,1585.0
5350022.00,The Beaches,Economic,Job Access,Service,before,1377.0
5350023.00,The Beaches,Economic,Job Access,Service,before,2432.0
5350024.00,The Beaches,Economic,Job Access,Service,before,3395.0
5350025.00,Woodbine Corridor,Economic,Job Access,Service,before,4352.0
5350026.00,Greenwood-Coxwell,Economic,Job Access,Service,before,5414.0
5350027.00,South Riverdale,Economic,Job Access,Service,before,4793.0
5350028.01,South Riverdale,Economic,Job Access,Service,before,5611.0
5350028.02,South Riverdale,Economic,Job Access,Service,before,5993.0
5350029.00,South Riverdale,Economic,Job Access,Service,before,14546.0
5350030.00,Regent Park,Economic,Job Access,Service,before,22811.0
5350031.00,Regent Park,Economic,Job Access,Service,before,20005.0
5350032.00,Moss Park,Economic,Job Access,Service,before,29528.0
5350033.00,Moss Park,Economic,Job Access,Service,before,29192.0
5350034.01,Downtown Yonge East,Economic,Job Access,Service,before,41734.0
5350034.02,Downtown Yonge East,Economic,Job Access,Service,before,46557.0
5350035.00,Yonge-Bay Corridor,Economic,Job Access,Service,before,46874.0
5350036.00,Kensington-Chinatown,Economic,Job Access,Service,before,45516.0
5350037.00,Kensington-Chinatown,Economic,Job Access,Service,before,43598.0
5350038.00,Kensington-Chinatown,Economic,Job Access,Service,before,33802.0
5350039.00,Kensington-Chinatown,Economic,Job Access,Service,before,33464.0
5350040.00,Trinity-Bellwoods,Economic,Job Access,Service,before,31695.0
5350041.00,Trinity-Bellwoods,Economic,Job Access,Service,before,23724.0
5350042.00,Trinity-Bellwoods,Economic,Job Access,Service,before,20546.0
5350043.00,Trinity-Bellwoods,Economic,Job Access,Service,before,20431.0
5350044.01,Little Portugal,Economic,Job Access,Service,before,9853.0
5350044.02,Little Portugal,Economic,Job Access,Service,before,13381.0
5350045.00,Little Portugal,Economic,Job Access,Service,before,15049.0
5350046.00,Little Portugal,Economic,Job Access,Service,before,9874.0
5350047.02,Roncesvalles,Economic,Job Access,Service,before,8349.0
5350047.03,Roncesvalles,Economic,Job Access,Service,before,4187.0
5350047.04,Roncesvalles,Economic,Job Access,Service,before,5846.0
5350048.00,Roncesvalles,Economic,Job Access,Service,before,3477.0
5350049.00,High Park-Swansea,Economic,Job Access,Service,before,2822.0
5350050.01,High Park-Swansea,Economic,Job Access,Service,before,972.0
5350050.03,High Park-Swansea,Economic,Job Access,Service,before,1081.0
5350050.04,High Park-Swansea,Economic,Job Access,Service,before,954.0
5350051.00,High Park-Swansea,Economic,Job Access,Service,before,4308.0
5350052.00,Roncesvalles,Economic,Job Access,Service,before,7046.0
5350053.00,Dufferin Grove,Economic,Job Access,Service,before,7112.0
5350054.00,Dufferin Grove,Economic,Job Access,Service,before,10065.0
5350055.00,Palmerston-Little Italy,Economic,Job Access,Service,before,8609.0
5350056.00,Palmerston-Little Italy,Economic,Job Access,Service,before,12913.0
5350057.00,Palmerston-Little Italy,Economic,Job Access,Service,before,9201.0
5350058.00,Palmerston-Little Italy,Economic,Job Access,Service,before,12594.0
5350059.00,University,Economic,Job Access,Service,before,25401.0
5350060.00,University,Economic,Job Access,Service,before,33711.0
5350061.00,University,Economic,Job Access,Service,before,38426.0
5350062.01,Bay-Cloverhill,Economic,Job Access,Service,before,36308.0
5350062.03,Bay-Cloverhill,Economic,Job Access,Service,before,44077.0
5350062.04,Bay-Cloverhill,Economic,Job Access,Service,before,42711.0
5350063.03,Church-Wellesley,Economic,Job Access,Service,before,33032.0
5350063.04,Church-Wellesley,Economic,Job Access,Service,before,38505.0
5350063.05,Church-Wellesley,Economic,Job Access,Service,before,40912.0
5350063.06,Church-Wellesley,Economic,Job Access,Service,before,45170.0
5350064.00,North St.James Town,Economic,Job Access,Service,before,27192.0
5350065.01,North St.James Town,Economic,Job Access,Service,before,12822.0
5350065.02,North St.James Town,Economic,Job Access,Service,before,9341.0
5350066.00,Cabbagetown-South St.James Town,Economic,Job Access,Service,before,27325.0
5350067.00,Cabbagetown-South St.James Town,Economic,Job Access,Service,before,5931.0
5350068.00,Cabbagetown-South St.James Town,Economic,Job Access,Service,before,14404.0
5350069.00,North Riverdale,Economic,Job Access,Service,before,7298.0
5350070.00,North Riverdale,Economic,Job Access,Service,before,7618.0
5350071.00,North Riverdale,Economic,Job Access,Service,before,4101.0
5350072.01,Blake-Jones,Economic,Job Access,Service,before,4417.0
5350072.02,Blake-Jones,Economic,Job Access,Service,before,3052.0
5350073.00,South Riverdale,Economic,Job Access,Service,before,5551.0
5350074.00,Greenwood-Coxwell,Economic,Job Access,Service,before,5438.0
5350075.00,Greenwood-Coxwell,Economic,Job Access,Service,before,3584.0
5350076.00,Woodbine Corridor,Economic,Job Access,Service,before,1884.0
5350077.00,Woodbine Corridor,Economic,Job Access,Service,before,4760.0
5350078.00,East End-Danforth,Economic,Job Access,Service,before,4075.0
5350079.00,East End-Danforth,Economic,Job Access,Service,before,2330.0
5350080.01,East End-Danforth,Economic,Job Access,Service,before,3176.0
5350080.02,East End-Danforth,Economic,Job Access,Service,before,2845.0
5350081.00,Danforth,Economic,Job Access,Service,before,2632.0
5350082.00,Danforth,Economic,Job Access,Service,before,3683.0
5350083.00,Danforth,Economic,Job Access,Service,before,3957.0
5350084.00,Playter Estates-Danforth,Economic,Job Access,Service,before,2681.0
5350085.00,Playter Estates-Danforth,Economic,Job Access,Service,before,4586.0
5350086.00,Rosedale-Moore Park,Economic,Job Access,Service,before,1742.0
5350087.00,Rosedale-Moore Park,Economic,Job Access,Service,before,11227.0
5350088.00,Rosedale-Moore Park,Economic,Job Access,Service,before,31746.0
5350089.00,Annex,Economic,Job Access,Service,before,26245.0
5350090.00,Annex,Economic,Job Access,Service,before,30197.0
5350091.01,Annex,Economic,Job Access,Service,before,34270.0
5350091.02,Annex,Economic,Job Access,Service,before,22968.0
5350092.00,Annex,Economic,Job Access,Service,before,31267.0
5350093.00,Annex,Economic,Job Access,Service,before,7258.0
5350094.00,Dovercourt Village,Economic,Job Access,Service,before,6331.0
5350095.00,Dovercourt Village,Economic,Job Access,Service,before,4944.0
5350096.01,Dovercourt Village,Economic,Job Access,Service,before,5713.0
5350096.02,Dovercourt Village,Economic,Job Access,Service,before,6690.0
5350097.01,Junction-Wallace Emerson,Economic,Job Access,Service,before,4830.0
5350097.03,Junction-Wallace Emerson,Economic,Job Access,Service,before,6028.0
5350097.04,Junction-Wallace Emerson,Economic,Job Access,Service,before,6883.0
5350098.00,Junction-Wallace Emerson,Economic,Job Access,Service,before,4153.0
5350099.00,High Park North,Economic,Job Access,Service,before,3836.0
5350100.00,Junction Area,Economic,Job Access,Service,before,5359.0
5350101.00,Junction Area,Economic,Job Access,Service,before,3822.0
5350102.02,High Park North,Economic,Job Access,Service,before,3093.0
5350102.03,High Park North,Economic,Job Access,Service,before,3346.0
5350102.04,High Park North,Economic,Job Access,Service,before,3337.0
5350102.05,High Park North,Economic,Job Access,Service,before,2832.0
5350103.00,High Park North,Economic,Job Access,Service,before,2115.0
5350104.00,Runnymede-Bloor West Village,Economic,Job Access,Service,before,2060.0
5350105.00,Junction Area,Economic,Job Access,Service,before,3145.0
5350106.00,Junction Area,Economic,Job Access,Service,before,3504.0
5350107.00,Weston-Pelham Park,Economic,Job Access,Service,before,4435.0
5350108.00,Weston-Pelham Park,Economic,Job Access,Service,before,3737.0
5350109.00,Junction-Wallace Emerson,Economic,Job Access,Service,before,6105.0
5350110.00,Corso Italia-Davenport,Economic,Job Access,Service,before,4469.0
5350111.00,Corso Italia-Davenport,Economic,Job Access,Service,before,3880.0
5350112.00,Corso Italia-Davenport,Economic,Job Access,Service,before,4118.0
5350113.00,Corso Italia-Davenport,Economic,Job Access,Service,before,6406.0
5350114.00,Wychwood,Economic,Job Access,Service,before,4453.0
5350115.00,Wychwood,Economic,Job Access,Service,before,7756.0
5350116.00,Wychwood,Economic,Job Access,Service,before,3258.0
5350117.00,Casa Loma,Economic,Job Access,Service,before,31421.0
5350118.00,Casa Loma,Economic,Job Access,Service,before,4939.0
5350119.00,Casa Loma,Economic,Job Access,Service,before,9892.0
5350120.00,Yonge-St.Clair,Economic,Job Access,Service,before,29009.0
5350121.00,Yonge-St.Clair,Economic,Job Access,Service,before,20361.0
5350122.00,Yonge-St.Clair,Economic,Job Access,Service,before,6844.0
5350123.00,Yonge-St.Clair,Economic,Job Access,Service,before,7126.0
5350124.00,Rosedale-Moore Park,Economic,Job Access,Service,before,28255.0
5350125.00,Rosedale-Moore Park,Economic,Job Access,Service,before,7733.0
5350126.00,Mount Pleasant East,Economic,Job Access,Service,before,2576.0
5350127.00,Mount Pleasant East,Economic,Job Access,Service,before,2500.0
5350128.02,South Eglinton-Davisville,Economic,Job Access,Service,before,10567.0
5350128.04,South Eglinton-Davisville,Economic,Job Access,Service,before,14951.0
5350128.05,South Eglinton-Davisville,Economic,Job Access,Service,before,13081.0
5350128.06,South Eglinton-Davisville,Economic,Job Access,Service,before,17870.0
5350129.00,Yonge-Eglinton,Economic,Job Access,Service,before,6497.0
5350130.00,Forest Hill South,Economic,Job Access,Service,before,1071.0
5350131.00,Forest Hill South,Economic,Job Access,Service,before,2476.0
5350132.00,Forest Hill North,Economic,Job Access,Service,before,2345.0
5350133.00,Forest Hill North,Economic,Job Access,Service,before,2097.0
5350134.00,Lawrence Park South,Economic,Job Access,Service,before,3610.0
5350135.00,Yonge-Eglinton,Economic,Job Access,Service,before,4501.0
5350136.01,North Toronto,Economic,Job Access,Service,before,4194.0
5350136.02,North Toronto,Economic,Job Access,Service,before,7985.0
5350137.00,Mount Pleasant East,Economic,Job Access,Service,before,3221.0
5350138.00,Lawrence Park South,Economic,Job Access,Service,before,4341.0
5350139.01,Lawrence Park South,Economic,Job Access,Service,before,1608.0
5350139.02,Lawrence Park South,Economic,Job Access,Service,before,2626.0
5350140.00,Lawrence Park South,Economic,Job Access,Service,before,2404.0
5350141.01,Lawrence Park North,Economic,Job Access,Service,before,5595.0
5350141.02,Lawrence Park North,Economic,Job Access,Service,before,1845.0
5350142.00,Lawrence Park North,Economic,Job Access,Service,before,2961.0
5350150.00,Lambton Baby Point,Economic,Job Access,Service,before,1300.0
5350151.00,Lambton Baby Point,Economic,Job Access,Service,before,1263.0
5350152.00,Runnymede-Bloor West Village,Economic,Job Access,Service,before,3355.0
5350153.00,Rockcliffe-Smythe,Economic,Job Access,Service,before,3591.0
5350154.00,Rockcliffe-Smythe,Economic,Job Access,Service,before,768.0
5350155.00,Rockcliffe-Smythe,Economic,Job Access,Service,before,2790.0
5350156.01,Rockcliffe-Smythe,Economic,Job Access,Service,before,2067.0
5350156.02,Rockcliffe-Smythe,Economic,Job Access,Service,before,2107.0
5350157.00,Mount Dennis,Economic,Job Access,Service,before,3490.0
5350158.00,Keelesdale-Eglinton West,Economic,Job Access,Service,before,3690.0
5350159.01,Keelesdale-Eglinton West,Economic,Job Access,Service,before,4103.0
5350159.02,Keelesdale-Eglinton West,Economic,Job Access,Service,before,2490.0
5350160.00,Caledonia-Fairbank,Economic,Job Access,Service,before,4393.0
5350161.00,Caledonia-Fairbank,Economic,Job Access,Service,before,1406.0
5350162.00,Oakwood Village,Economic,Job Access,Service,before,6885.0
5350163.00,Oakwood Village,Economic,Job Access,Service,before,3816.0
5350164.00,Oakwood Village,Economic,Job Access,Service,before,3558.0
5350165.00,Humewood-Cedarvale,Economic,Job Access,Service,before,3919.0
5350166.00,Humewood-Cedarvale,Economic,Job Access,Service,before,3053.0
5350167.01,Forest Hill South,Economic,Job Access,Service,before,34865.0
5350167.02,Humewood-Cedarvale,Economic,Job Access,Service,before,3990.0
5350168.00,Oakwood Village,Economic,Job Access,Service,before,4267.0
5350169.01,Briar Hill-Belgravia,Economic,Job Access,Service,before,6669.0
5350169.02,Briar Hill-Belgravia,Economic,Job Access,Service,before,3902.0
5350170.00,Briar Hill-Belgravia,Economic,Job Access,Service,before,2066.0
5350171.00,Beechborough-Greenbrook,Economic,Job Access,Service,before,2976.0
5350172.00,Beechborough-Greenbrook,Economic,Job Access,Service,before,1913.0
5350173.00,Mount Dennis,Economic,Job Access,Service,before,4096.0
5350174.00,Mount Dennis,Economic,Job Access,Service,before,2185.0
5350175.01,Weston,Economic,Job Access,Service,before,2461.0
5350175.02,Weston,Economic,Job Access,Service,before,1520.0
5350176.00,Weston,Economic,Job Access,Service,before,1374.0
5350180.00,Taylor-Massey,Economic,Job Access,Service,before,2090.0
5350181.01,Woodbine-Lumsden,Economic,Job Access,Service,before,2461.0
5350181.02,Woodbine-Lumsden,Economic,Job Access,Service,before,2322.0
5350182.00,Danforth East York,Economic,Job Access,Service,before,4204.0
5350183.01,Danforth East York,Economic,Job Access,Service,before,2773.0
5350183.02,Danforth East York,Economic,Job Access,Service,before,3045.0
5350184.01,Danforth East York,Economic,Job Access,Service,before,3936.0
5350184.02,Old East York,Economic,Job Access,Service,before,3596.0
5350185.01,Broadview North,Economic,Job Access,Service,before,3442.0
5350185.02,Broadview North,Economic,Job Access,Service,before,3522.0
5350187.00,Old East York,Economic,Job Access,Service,before,1304.0
5350188.00,Old East York,Economic,Job Access,Service,before,2847.0
5350189.00,O'Connor-Parkview,Economic,Job Access,Service,before,952.0
5350190.01,Taylor-Massey,Economic,Job Access,Service,before,744.0
5350190.02,O'Connor-Parkview,Economic,Job Access,Service,before,892.0
5350191.00,O'Connor-Parkview,Economic,Job Access,Service,before,2362.0
5350192.00,O'Connor-Parkview,Economic,Job Access,Service,before,1107.0
5350193.00,O'Connor-Parkview,Economic,Job Access,Service,before,278.0
5350194.01,Thorncliffe Park,Economic,Job Access,Service,before,278.0
5350194.02,Thorncliffe Park,Economic,Job Access,Service,before,1694.0
5350194.03,Thorncliffe Park,Economic,Job Access,Service,before,1478.0
5350194.04,Thorncliffe Park,Economic,Job Access,Service,before,280.0
5350195.01,Leaside-Bennington,Economic,Job Access,Service,before,3405.0
5350195.02,Leaside-Bennington,Economic,Job Access,Service,before,3210.0
5350196.01,Leaside-Bennington,Economic,Job Access,Service,before,3690.0
5350196.02,Leaside-Bennington,Economic,Job Access,Service,before,1839.0
5350200.01,Humber Bay Shores,Economic,Job Access,Service,before,508.0
5350200.02,Mimico-Queensway,Economic,Job Access,Service,before,2661.0
5350201.00,Mimico-Queensway,Economic,Job Access,Service,before,1559.0
5350202.00,Mimico-Queensway,Economic,Job Access,Service,before,2421.0
5350203.00,Mimico-Queensway,Economic,Job Access,Service,before,1888.0
5350204.00,New Toronto,Economic,Job Access,Service,before,1167.0
5350205.00,New Toronto,Economic,Job Access,Service,before,1386.0
5350206.01,Long Branch,Economic,Job Access,Service,before,1086.0
5350206.02,Long Branch,Economic,Job Access,Service,before,1746.0
5350207.00,New Toronto,Economic,Job Access,Service,before,4652.0
5350208.00,New Toronto,Economic,Job Access,Service,before,2977.0
5350209.00,Mimico-Queensway,Economic,Job Access,Service,before,3623.0
5350210.01,Mimico-Queensway,Economic,Job Access,Service,before,1785.0
5350210.03,Humber Bay Shores,Economic,Job Access,Service,before,1529.0
5350210.04,Humber Bay Shores,Economic,Job Access,Service,before,258.0
5350211.00,Alderwood,Economic,Job Access,Service,before,651.0
5350212.00,Alderwood,Economic,Job Access,Service,before,712.0
5350213.01,Islington,Economic,Job Access,Service,before,3511.0
5350213.02,Etobicoke City Centre,Economic,Job Access,Service,before,328.0
5350214.00,Etobicoke City Centre,Economic,Job Access,Service,before,852.0
5350215.00,Stonegate-Queensway,Economic,Job Access,Service,before,2497.0
5350216.00,Stonegate-Queensway,Economic,Job Access,Service,before,1325.0
5350217.00,Stonegate-Queensway,Economic,Job Access,Service,before,823.0
5350218.00,Stonegate-Queensway,Economic,Job Access,Service,before,1759.0
5350219.00,Stonegate-Queensway,Economic,Job Access,Service,before,3358.0
5350220.00,Markland Wood,Economic,Job Access,Service,before,397.0
5350221.01,Markland Wood,Economic,Job Access,Service,before,503.0
5350221.02,Etobicoke West Mall,Economic,Job Access,Service,before,477.0
5350222.01,Islington,Economic,Job Access,Service,before,736.0
5350222.02,Islington,Economic,Job Access,Service,before,341.0
5350223.01,Islington,Economic,Job Access,Service,before,463.0
5350223.02,Islington,Economic,Job Access,Service,before,771.0
5350224.00,Princess-Rosethorn,Economic,Job Access,Service,before,389.0
5350225.01,Islington,Economic,Job Access,Service,before,355.0
5350225.02,Etobicoke City Centre,Economic,Job Access,Service,before,590.0
5350226.00,Kingsway South,Economic,Job Access,Service,before,951.0
5350227.00,Kingsway South,Economic,Job Access,Service,before,1633.0
5350228.00,Kingsway South,Economic,Job Access,Service,before,259.0
5350229.00,Kingsway South,Economic,Job Access,Service,before,695.0
5350230.01,Edenbridge-Humber Valley,Economic,Job Access,Service,before,684.0
5350230.02,Edenbridge-Humber Valley,Economic,Job Access,Service,before,197.0
5350231.00,Edenbridge-Humber Valley,Economic,Job Access,Service,before,512.0
5350232.00,Princess-Rosethorn,Economic,Job Access,Service,before,607.0
5350233.00,Princess-Rosethorn,Economic,Job Access,Service,before,547.0
5350234.00,Eringate-Centennial-West Deane,Economic,Job Access,Service,before,54.0
5350235.01,Eringate-Centennial-West Deane,Economic,Job Access,Service,before,174.0
5350235.02,Eringate-Centennial-West Deane,Economic,Job Access,Service,before,107.0
5350236.01,Etobicoke West Mall,Economic,Job Access,Service,before,66.0
5350237.01,Willowridge-Martingrove-Richview,Economic,Job Access,Service,before,108.0
5350237.02,Willowridge-Martingrove-Richview,Economic,Job Access,Service,before,181.0
5350237.03,Willowridge-Martingrove-Richview,Economic,Job Access,Service,before,233.0
5350238.01,Willowridge-Martingrove-Richview,Economic,Job Access,Service,before,273.0
5350238.02,Kingsview Village-The Westway,Economic,Job Access,Service,before,304.0
5350239.00,Kingsview Village-The Westway,Economic,Job Access,Service,before,335.0
5350240.01,Willowridge-Martingrove-Richview,Economic,Job Access,Service,before,191.0
5350240.02,Humber Heights-Westmount,Economic,Job Access,Service,before,102.0
5350241.00,Humber Heights-Westmount,Economic,Job Access,Service,before,1140.0
5350242.00,Humber Heights-Westmount,Economic,Job Access,Service,before,1291.0
5350243.01,Kingsview Village-The Westway,Economic,Job Access,Service,before,178.0
5350243.02,Kingsview Village-The Westway,Economic,Job Access,Service,before,9.0
5350244.02,Elms-Old Rexdale,Economic,Job Access,Service,before,825.0
5350245.00,Rexdale-Kipling,Economic,Job Access,Service,before,187.0
5350246.00,Rexdale-Kipling,Economic,Job Access,Service,before,1389.0
5350247.02,West Humber-Clairville,Economic,Job Access,Service,before,302.0
5350248.02,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,1248.0
5350248.03,West Humber-Clairville,Economic,Job Access,Service,before,593.0
5350248.04,West Humber-Clairville,Economic,Job Access,Service,before,1711.0
5350248.05,West Humber-Clairville,Economic,Job Access,Service,before,1025.0
5350249.01,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,294.0
5350249.03,West Humber-Clairville,Economic,Job Access,Service,before,865.0
5350249.04,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,330.0
5350249.05,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,1214.0
5350250.01,Thistletown-Beaumond Heights,Economic,Job Access,Service,before,491.0
5350250.02,Thistletown-Beaumond Heights,Economic,Job Access,Service,before,144.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,330.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Job Access,Service,before,311.0
5350260.01,Flemingdon Park,Economic,Job Access,Service,before,1097.0
5350260.04,Flemingdon Park,Economic,Job Access,Service,before,1932.0
5350260.05,Flemingdon Park,Economic,Job Access,Service,before,1107.0
5350260.06,Flemingdon Park,Economic,Job Access,Service,before,3291.0
5350260.07,Victoria Village,Economic,Job Access,Service,before,0.0
5350261.00,Victoria Village,Economic,Job Access,Service,before,751.0
5350262.01,Victoria Village,Economic,Job Access,Service,before,1708.0
5350262.02,Victoria Village,Economic,Job Access,Service,before,915.0
5350263.02,Banbury-Don Mills,Economic,Job Access,Service,before,288.0
5350263.03,Banbury-Don Mills,Economic,Job Access,Service,before,1243.0
5350263.04,Banbury-Don Mills,Economic,Job Access,Service,before,745.0
5350265.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Service,before,2124.0
5350268.00,Banbury-Don Mills,Economic,Job Access,Service,before,215.0
5350269.01,Fenside-Parkwoods,Economic,Job Access,Service,before,2801.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Job Access,Service,before,604.0
5350270.01,Fenside-Parkwoods,Economic,Job Access,Service,before,503.0
5350270.02,Parkwoods-O'Connor Hills,Economic,Job Access,Service,before,370.0
5350271.01,Parkwoods-O'Connor Hills,Economic,Job Access,Service,before,2336.0
5350271.02,Parkwoods-O'Connor Hills,Economic,Job Access,Service,before,669.0
5350272.01,Fenside-Parkwoods,Economic,Job Access,Service,before,6260.0
5350272.02,Fenside-Parkwoods,Economic,Job Access,Service,before,440.0
5350273.01,St.Andrew-Windfields,Economic,Job Access,Service,before,0.0
5350273.02,St.Andrew-Windfields,Economic,Job Access,Service,before,1152.0
5350274.01,St.Andrew-Windfields,Economic,Job Access,Service,before,84.0
5350274.02,St.Andrew-Windfields,Economic,Job Access,Service,before,2174.0
5350275.00,Bedford Park-Nortown,Economic,Job Access,Service,before,8427.0
5350276.01,Bedford Park-Nortown,Economic,Job Access,Service,before,5377.0
5350276.02,Bedford Park-Nortown,Economic,Job Access,Service,before,1149.0
5350277.00,Bedford Park-Nortown,Economic,Job Access,Service,before,960.0
5350278.00,Englemount-Lawrence,Economic,Job Access,Service,before,937.0
5350279.01,Yorkdale-Glen Park,Economic,Job Access,Service,before,5847.0
5350279.02,Yorkdale-Glen Park,Economic,Job Access,Service,before,3367.0
5350280.00,Brookhaven-Amesbury,Economic,Job Access,Service,before,1160.0
5350281.01,Brookhaven-Amesbury,Economic,Job Access,Service,before,2343.0
5350281.02,Brookhaven-Amesbury,Economic,Job Access,Service,before,1249.0
5350282.00,Pelmo Park-Humberlea,Economic,Job Access,Service,before,496.0
5350283.01,Rustic,Economic,Job Access,Service,before,820.0
5350283.02,Rustic,Economic,Job Access,Service,before,168.0
5350284.00,Maple Leaf,Economic,Job Access,Service,before,794.0
5350285.00,Maple Leaf,Economic,Job Access,Service,before,738.0
5350286.00,Yorkdale-Glen Park,Economic,Job Access,Service,before,3548.0
5350287.02,Englemount-Lawrence,Economic,Job Access,Service,before,3059.0
5350287.03,Englemount-Lawrence,Economic,Job Access,Service,before,5964.0
5350287.04,Englemount-Lawrence,Economic,Job Access,Service,before,1232.0
5350288.00,Clanton Park,Economic,Job Access,Service,before,3977.0
5350289.00,Downsview,Economic,Job Access,Service,before,6116.0
5350290.01,Oakdale-Beverley Heights,Economic,Job Access,Service,before,665.0
5350290.02,Downsview,Economic,Job Access,Service,before,5589.0
5350291.02,Oakdale-Beverley Heights,Economic,Job Access,Service,before,810.0
5350291.03,Downsview,Economic,Job Access,Service,before,944.0
5350291.04,Downsview,Economic,Job Access,Service,before,5604.0
5350292.00,Oakdale-Beverley Heights,Economic,Job Access,Service,before,0.0
