CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350081.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,benefit,1.0
5350082.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350082.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350082.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,benefit,3.0
5350083.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350083.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350083.00,Danforth,Social,Number of Destinations within 30 mins,Hospital,benefit,3.0
5350084.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350084.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350084.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350085.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350085.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350085.00,Playter Estates-Danforth,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350086.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350086.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350086.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350087.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350087.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350087.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350088.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,before,9.0
5350088.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,after,11.0
5350088.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350089.00,Annex,Social,Number of Destinations within 30 mins,Hospital,before,9.0
5350089.00,Annex,Social,Number of Destinations within 30 mins,Hospital,after,11.0
5350089.00,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350090.00,Annex,Social,Number of Destinations within 30 mins,Hospital,before,8.0
5350090.00,Annex,Social,Number of Destinations within 30 mins,Hospital,after,8.0
5350090.00,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350091.01,Annex,Social,Number of Destinations within 30 mins,Hospital,before,11.0
5350091.01,Annex,Social,Number of Destinations within 30 mins,Hospital,after,12.0
5350091.01,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,1.0
5350091.02,Annex,Social,Number of Destinations within 30 mins,Hospital,before,10.0
5350091.02,Annex,Social,Number of Destinations within 30 mins,Hospital,after,10.0
5350091.02,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350092.00,Annex,Social,Number of Destinations within 30 mins,Hospital,before,8.0
5350092.00,Annex,Social,Number of Destinations within 30 mins,Hospital,after,9.0
5350092.00,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,1.0
5350093.00,Annex,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350093.00,Annex,Social,Number of Destinations within 30 mins,Hospital,after,7.0
5350093.00,Annex,Social,Number of Destinations within 30 mins,Hospital,benefit,5.0
5350094.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350094.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350094.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350095.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350095.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,after,3.0
5350095.00,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,benefit,2.0
5350096.01,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350096.01,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350096.01,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350096.02,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350096.02,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,after,5.0
5350096.02,Dovercourt Village,Social,Number of Destinations within 30 mins,Hospital,benefit,4.0
5350097.01,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350097.01,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,after,6.0
5350097.01,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,benefit,6.0
5350097.03,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350097.03,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350097.03,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350097.04,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350097.04,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350097.04,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350098.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350098.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350098.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350099.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350099.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350099.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350100.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350100.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350100.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350101.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350101.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350101.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350102.02,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350102.02,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350102.02,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350102.03,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350102.03,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350102.03,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350102.04,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350102.04,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350102.04,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350102.05,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350102.05,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350102.05,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350103.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350103.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350103.00,High Park North,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350104.00,Runnymede-Bloor West Village,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350104.00,Runnymede-Bloor West Village,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350104.00,Runnymede-Bloor West Village,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350105.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350105.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350105.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350106.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350106.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350106.00,Junction Area,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350107.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350107.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350107.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350108.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350108.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350108.00,Weston-Pelham Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350109.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350109.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350109.00,Junction-Wallace Emerson,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350110.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350110.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350110.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350111.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350111.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350111.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350112.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350112.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350112.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350113.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350113.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350113.00,Corso Italia-Davenport,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350114.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350114.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350114.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350115.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350115.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,after,3.0
5350115.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,benefit,1.0
5350116.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,before,1.0
5350116.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,after,1.0
5350116.00,Wychwood,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350117.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,before,8.0
5350117.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,after,9.0
5350117.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,benefit,1.0
5350118.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,before,3.0
5350118.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,after,3.0
5350118.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350119.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,before,5.0
5350119.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,after,5.0
5350119.00,Casa Loma,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350120.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,before,8.0
5350120.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,after,8.0
5350120.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350121.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,before,6.0
5350121.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,after,6.0
5350121.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350122.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350122.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350122.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350123.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350123.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350123.00,Yonge-St.Clair,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350124.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,before,7.0
5350124.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,after,7.0
5350124.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350125.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,before,2.0
5350125.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,after,2.0
5350125.00,Rosedale-Moore Park,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350126.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,before,0.0
5350126.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,after,0.0
5350126.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350127.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,before,4.0
5350127.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350127.00,Mount Pleasant East,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350128.02,South Eglinton-Davisville,Social,Number of Destinations within 30 mins,Hospital,before,4.0
5350128.02,South Eglinton-Davisville,Social,Number of Destinations within 30 mins,Hospital,after,4.0
5350128.02,South Eglinton-Davisville,Social,Number of Destinations within 30 mins,Hospital,benefit,0.0
5350128.04,South Eglinton-Davisville,Social,Number of Destinations within 30 mins,Hospital,before,3.0
5350128.04,South Eglinton-Davisville,Social,Number of Destinations within 30 mins,Hospital,after,3.0
