CTUID,Neighbourhood,Timeframe,Total Destinations
5350127.00,Mount Pleasant East,first_destination_travel_time_diff,0
5350128.02,South Eglinton-Davisville,first_destination_travel_time_after,4
5350128.02,South Eglinton-Davisville,first_destination_travel_time_before,7
5350128.02,South Eglinton-Davisville,first_destination_travel_time_diff,0
5350128.04,South Eglinton-Davisville,first_destination_travel_time_after,3
5350128.04,South Eglinton-Davisville,first_destination_travel_time_before,6
5350128.04,South Eglinton-Davisville,first_destination_travel_time_diff,0
5350128.05,South Eglinton-Davisville,first_destination_travel_time_after,2
5350128.05,South Eglinton-Davisville,first_destination_travel_time_before,11
5350128.05,South Eglinton-Davisville,first_destination_travel_time_diff,0
5350128.06,South Eglinton-Davisville,first_destination_travel_time_after,4
5350128.06,South Eglinton-Davisville,first_destination_travel_time_before,12
5350128.06,South Eglinton-Davisville,first_destination_travel_time_diff,0
5350129.00,Yonge-Eglinton,first_destination_travel_time_after,2
5350129.00,Yonge-Eglinton,first_destination_travel_time_before,6
5350129.00,Yonge-Eglinton,first_destination_travel_time_diff,0
5350130.00,Forest Hill South,first_destination_travel_time_after,0
5350130.00,Forest Hill South,first_destination_travel_time_before,7
5350130.00,Forest Hill South,first_destination_travel_time_diff,0
5350131.00,Forest Hill South,first_destination_travel_time_after,1
5350131.00,Forest Hill South,first_destination_travel_time_before,4
5350131.00,Forest Hill South,first_destination_travel_time_diff,0
5350132.00,Forest Hill North,first_destination_travel_time_after,0
5350132.00,Forest Hill North,first_destination_travel_time_before,1
5350132.00,Forest Hill North,first_destination_travel_time_diff,0
5350133.00,Forest Hill North,first_destination_travel_time_after,1
5350133.00,Forest Hill North,first_destination_travel_time_before,9
5350133.00,Forest Hill North,first_destination_travel_time_diff,0
5350134.00,Lawrence Park South,first_destination_travel_time_after,0
5350134.00,Lawrence Park South,first_destination_travel_time_before,9
5350134.00,Lawrence Park South,first_destination_travel_time_diff,0
5350135.00,Yonge-Eglinton,first_destination_travel_time_after,0
5350135.00,Yonge-Eglinton,first_destination_travel_time_before,8
5350135.00,Yonge-Eglinton,first_destination_travel_time_diff,0
5350136.01,North Toronto,first_destination_travel_time_after,0
5350136.01,North Toronto,first_destination_travel_time_before,6
5350136.01,North Toronto,first_destination_travel_time_diff,0
5350136.02,North Toronto,first_destination_travel_time_after,7
5350136.02,North Toronto,first_destination_travel_time_before,14
5350136.02,North Toronto,first_destination_travel_time_diff,0
5350137.00,Mount Pleasant East,first_destination_travel_time_after,0
5350137.00,Mount Pleasant East,first_destination_travel_time_before,3
5350137.00,Mount Pleasant East,first_destination_travel_time_diff,0
5350138.00,Lawrence Park South,first_destination_travel_time_after,1
5350138.00,Lawrence Park South,first_destination_travel_time_before,6
5350138.00,Lawrence Park South,first_destination_travel_time_diff,0
5350139.01,Lawrence Park South,first_destination_travel_time_after,1
5350139.01,Lawrence Park South,first_destination_travel_time_before,5
5350139.01,Lawrence Park South,first_destination_travel_time_diff,0
5350139.02,Lawrence Park South,first_destination_travel_time_after,0
5350139.02,Lawrence Park South,first_destination_travel_time_before,6
5350139.02,Lawrence Park South,first_destination_travel_time_diff,0
5350140.00,Lawrence Park South,first_destination_travel_time_after,0
5350140.00,Lawrence Park South,first_destination_travel_time_before,3
5350140.00,Lawrence Park South,first_destination_travel_time_diff,0
5350141.01,Lawrence Park North,first_destination_travel_time_after,2
5350141.01,Lawrence Park North,first_destination_travel_time_before,6
5350141.01,Lawrence Park North,first_destination_travel_time_diff,0
5350141.02,Lawrence Park North,first_destination_travel_time_after,0
5350141.02,Lawrence Park North,first_destination_travel_time_before,9
5350141.02,Lawrence Park North,first_destination_travel_time_diff,0
5350142.00,Lawrence Park North,first_destination_travel_time_after,1
5350142.00,Lawrence Park North,first_destination_travel_time_before,3
5350142.00,Lawrence Park North,first_destination_travel_time_diff,0
5350150.00,Lambton Baby Point,first_destination_travel_time_after,1
5350150.00,Lambton Baby Point,first_destination_travel_time_before,2
5350150.00,Lambton Baby Point,first_destination_travel_time_diff,0
5350151.00,Lambton Baby Point,first_destination_travel_time_after,1
5350151.00,Lambton Baby Point,first_destination_travel_time_before,8
5350151.00,Lambton Baby Point,first_destination_travel_time_diff,0
5350152.00,Runnymede-Bloor West Village,first_destination_travel_time_after,1
5350152.00,Runnymede-Bloor West Village,first_destination_travel_time_before,3
5350152.00,Runnymede-Bloor West Village,first_destination_travel_time_diff,0
5350153.00,Rockcliffe-Smythe,first_destination_travel_time_after,2
5350153.00,Rockcliffe-Smythe,first_destination_travel_time_before,10
5350153.00,Rockcliffe-Smythe,first_destination_travel_time_diff,0
5350154.00,Rockcliffe-Smythe,first_destination_travel_time_after,1
5350154.00,Rockcliffe-Smythe,first_destination_travel_time_before,11
5350154.00,Rockcliffe-Smythe,first_destination_travel_time_diff,0
5350155.00,Rockcliffe-Smythe,first_destination_travel_time_after,0
5350155.00,Rockcliffe-Smythe,first_destination_travel_time_before,8
5350155.00,Rockcliffe-Smythe,first_destination_travel_time_diff,0
5350156.01,Rockcliffe-Smythe,first_destination_travel_time_after,2
5350156.01,Rockcliffe-Smythe,first_destination_travel_time_before,8
5350156.01,Rockcliffe-Smythe,first_destination_travel_time_diff,0
5350156.02,Rockcliffe-Smythe,first_destination_travel_time_after,1
5350156.02,Rockcliffe-Smythe,first_destination_travel_time_before,10
5350156.02,Rockcliffe-Smythe,first_destination_travel_time_diff,0
5350157.00,Mount Dennis,first_destination_travel_time_after,3
5350157.00,Mount Dennis,first_destination_travel_time_before,8
5350157.00,Mount Dennis,first_destination_travel_time_diff,0
5350158.00,Keelesdale-Eglinton West,first_destination_travel_time_after,1
5350158.00,Keelesdale-Eglinton West,first_destination_travel_time_before,3
5350158.00,Keelesdale-Eglinton West,first_destination_travel_time_diff,0
5350159.01,Keelesdale-Eglinton West,first_destination_travel_time_after,1
5350159.01,Keelesdale-Eglinton West,first_destination_travel_time_before,6
5350159.01,Keelesdale-Eglinton West,first_destination_travel_time_diff,0
5350159.02,Keelesdale-Eglinton West,first_destination_travel_time_after,1
5350159.02,Keelesdale-Eglinton West,first_destination_travel_time_before,4
5350159.02,Keelesdale-Eglinton West,first_destination_travel_time_diff,0
5350160.00,Caledonia-Fairbank,first_destination_travel_time_after,0
5350160.00,Caledonia-Fairbank,first_destination_travel_time_before,8
5350160.00,Caledonia-Fairbank,first_destination_travel_time_diff,0
5350161.00,Caledonia-Fairbank,first_destination_travel_time_after,0
5350161.00,Caledonia-Fairbank,first_destination_travel_time_before,10
5350161.00,Caledonia-Fairbank,first_destination_travel_time_diff,0
5350162.00,Oakwood Village,first_destination_travel_time_after,1
5350162.00,Oakwood Village,first_destination_travel_time_before,9
5350162.00,Oakwood Village,first_destination_travel_time_diff,0
5350163.00,Oakwood Village,first_destination_travel_time_after,0
5350163.00,Oakwood Village,first_destination_travel_time_before,1
5350163.00,Oakwood Village,first_destination_travel_time_diff,0
5350164.00,Oakwood Village,first_destination_travel_time_after,1
5350164.00,Oakwood Village,first_destination_travel_time_before,6
5350164.00,Oakwood Village,first_destination_travel_time_diff,0
5350165.00,Humewood-Cedarvale,first_destination_travel_time_after,1
5350165.00,Humewood-Cedarvale,first_destination_travel_time_before,7
5350165.00,Humewood-Cedarvale,first_destination_travel_time_diff,0
5350166.00,Humewood-Cedarvale,first_destination_travel_time_after,1
5350166.00,Humewood-Cedarvale,first_destination_travel_time_before,2
5350166.00,Humewood-Cedarvale,first_destination_travel_time_diff,0
5350167.01,Forest Hill South,first_destination_travel_time_after,10
5350167.01,Forest Hill South,first_destination_travel_time_before,9
5350167.01,Forest Hill South,first_destination_travel_time_diff,2
5350167.02,Humewood-Cedarvale,first_destination_travel_time_after,1
5350167.02,Humewood-Cedarvale,first_destination_travel_time_before,9
5350167.02,Humewood-Cedarvale,first_destination_travel_time_diff,0
5350168.00,Oakwood Village,first_destination_travel_time_after,1
5350168.00,Oakwood Village,first_destination_travel_time_before,6
5350168.00,Oakwood Village,first_destination_travel_time_diff,0
5350169.01,Briar Hill-Belgravia,first_destination_travel_time_after,1
5350169.01,Briar Hill-Belgravia,first_destination_travel_time_before,10
5350169.01,Briar Hill-Belgravia,first_destination_travel_time_diff,0
5350169.02,Briar Hill-Belgravia,first_destination_travel_time_after,0
5350169.02,Briar Hill-Belgravia,first_destination_travel_time_before,3
5350169.02,Briar Hill-Belgravia,first_destination_travel_time_diff,0
5350170.00,Briar Hill-Belgravia,first_destination_travel_time_after,1
5350170.00,Briar Hill-Belgravia,first_destination_travel_time_before,5
5350170.00,Briar Hill-Belgravia,first_destination_travel_time_diff,0
5350171.00,Beechborough-Greenbrook,first_destination_travel_time_after,1
5350171.00,Beechborough-Greenbrook,first_destination_travel_time_before,7
5350171.00,Beechborough-Greenbrook,first_destination_travel_time_diff,0
5350172.00,Beechborough-Greenbrook,first_destination_travel_time_after,1
5350172.00,Beechborough-Greenbrook,first_destination_travel_time_before,9
5350172.00,Beechborough-Greenbrook,first_destination_travel_time_diff,0
5350173.00,Mount Dennis,first_destination_travel_time_after,1
5350173.00,Mount Dennis,first_destination_travel_time_before,10
5350173.00,Mount Dennis,first_destination_travel_time_diff,0
5350174.00,Mount Dennis,first_destination_travel_time_after,1
5350174.00,Mount Dennis,first_destination_travel_time_before,11
5350174.00,Mount Dennis,first_destination_travel_time_diff,0
5350175.01,Weston,first_destination_travel_time_after,1
5350175.01,Weston,first_destination_travel_time_before,10
5350175.01,Weston,first_destination_travel_time_diff,0
5350175.02,Weston,first_destination_travel_time_after,1
5350175.02,Weston,first_destination_travel_time_before,8
5350175.02,Weston,first_destination_travel_time_diff,0
5350176.00,Weston,first_destination_travel_time_after,0
5350176.00,Weston,first_destination_travel_time_before,6
5350176.00,Weston,first_destination_travel_time_diff,0
5350180.00,Taylor-Massey,first_destination_travel_time_after,1
5350180.00,Taylor-Massey,first_destination_travel_time_before,9
5350180.00,Taylor-Massey,first_destination_travel_time_diff,0
5350181.01,Woodbine-Lumsden,first_destination_travel_time_after,1
5350181.01,Woodbine-Lumsden,first_destination_travel_time_before,11
5350181.01,Woodbine-Lumsden,first_destination_travel_time_diff,0
5350181.02,Woodbine-Lumsden,first_destination_travel_time_after,1
5350181.02,Woodbine-Lumsden,first_destination_travel_time_before,3
5350181.02,Woodbine-Lumsden,first_destination_travel_time_diff,0
5350182.00,Danforth East York,first_destination_travel_time_after,1
5350182.00,Danforth East York,first_destination_travel_time_before,6
5350182.00,Danforth East York,first_destination_travel_time_diff,0
5350183.01,Danforth East York,first_destination_travel_time_after,1
5350183.01,Danforth East York,first_destination_travel_time_before,4
5350183.01,Danforth East York,first_destination_travel_time_diff,0
5350183.02,Danforth East York,first_destination_travel_time_after,1
5350183.02,Danforth East York,first_destination_travel_time_before,8
5350183.02,Danforth East York,first_destination_travel_time_diff,0
5350184.01,Danforth East York,first_destination_travel_time_after,3
5350184.01,Danforth East York,first_destination_travel_time_before,3
5350184.01,Danforth East York,first_destination_travel_time_diff,1
5350184.02,Old East York,first_destination_travel_time_after,2
5350184.02,Old East York,first_destination_travel_time_before,3
5350184.02,Old East York,first_destination_travel_time_diff,0
5350185.01,Broadview North,first_destination_travel_time_after,2
5350185.01,Broadview North,first_destination_travel_time_before,10
5350185.01,Broadview North,first_destination_travel_time_diff,0
5350185.02,Broadview North,first_destination_travel_time_after,3
5350185.02,Broadview North,first_destination_travel_time_before,3
5350185.02,Broadview North,first_destination_travel_time_diff,1
5350186.00,Leaside-Bennington,first_destination_travel_time_after,0
5350186.00,Leaside-Bennington,first_destination_travel_time_before,2
5350186.00,Leaside-Bennington,first_destination_travel_time_diff,0
5350187.00,Old East York,first_destination_travel_time_after,1
5350187.00,Old East York,first_destination_travel_time_before,2
5350187.00,Old East York,first_destination_travel_time_diff,0
5350188.00,Old East York,first_destination_travel_time_after,1
5350188.00,Old East York,first_destination_travel_time_before,8
5350188.00,Old East York,first_destination_travel_time_diff,0
5350189.00,O'Connor-Parkview,first_destination_travel_time_after,0
5350189.00,O'Connor-Parkview,first_destination_travel_time_before,1
5350189.00,O'Connor-Parkview,first_destination_travel_time_diff,0
5350190.01,Taylor-Massey,first_destination_travel_time_after,1
5350190.01,Taylor-Massey,first_destination_travel_time_before,10
5350190.01,Taylor-Massey,first_destination_travel_time_diff,1
5350190.02,O'Connor-Parkview,first_destination_travel_time_after,0
5350190.02,O'Connor-Parkview,first_destination_travel_time_before,8
5350190.02,O'Connor-Parkview,first_destination_travel_time_diff,0
5350191.00,O'Connor-Parkview,first_destination_travel_time_after,0
5350191.00,O'Connor-Parkview,first_destination_travel_time_before,1
5350191.00,O'Connor-Parkview,first_destination_travel_time_diff,0
5350192.00,O'Connor-Parkview,first_destination_travel_time_after,1
5350192.00,O'Connor-Parkview,first_destination_travel_time_before,3
5350192.00,O'Connor-Parkview,first_destination_travel_time_diff,0
5350193.00,O'Connor-Parkview,first_destination_travel_time_after,0
5350193.00,O'Connor-Parkview,first_destination_travel_time_before,1
5350193.00,O'Connor-Parkview,first_destination_travel_time_diff,0
5350194.01,Thorncliffe Park,first_destination_travel_time_after,0
5350194.01,Thorncliffe Park,first_destination_travel_time_before,6
5350194.01,Thorncliffe Park,first_destination_travel_time_diff,0
5350194.02,Thorncliffe Park,first_destination_travel_time_after,0
5350194.02,Thorncliffe Park,first_destination_travel_time_before,6
5350194.02,Thorncliffe Park,first_destination_travel_time_diff,0
5350194.03,Thorncliffe Park,first_destination_travel_time_after,0
5350194.03,Thorncliffe Park,first_destination_travel_time_before,6
5350194.03,Thorncliffe Park,first_destination_travel_time_diff,0
5350194.04,Thorncliffe Park,first_destination_travel_time_after,0
5350194.04,Thorncliffe Park,first_destination_travel_time_before,2
5350194.04,Thorncliffe Park,first_destination_travel_time_diff,0
5350195.01,Leaside-Bennington,first_destination_travel_time_after,4
5350195.01,Leaside-Bennington,first_destination_travel_time_before,11
5350195.01,Leaside-Bennington,first_destination_travel_time_diff,0
5350195.02,Leaside-Bennington,first_destination_travel_time_after,4
5350195.02,Leaside-Bennington,first_destination_travel_time_before,11
5350195.02,Leaside-Bennington,first_destination_travel_time_diff,0
5350196.01,Leaside-Bennington,first_destination_travel_time_after,5
5350196.01,Leaside-Bennington,first_destination_travel_time_before,14
5350196.01,Leaside-Bennington,first_destination_travel_time_diff,0
5350196.02,Leaside-Bennington,first_destination_travel_time_after,2
5350196.02,Leaside-Bennington,first_destination_travel_time_before,8
5350196.02,Leaside-Bennington,first_destination_travel_time_diff,0
5350200.01,Humber Bay Shores,first_destination_travel_time_after,0
5350200.01,Humber Bay Shores,first_destination_travel_time_before,9
5350200.01,Humber Bay Shores,first_destination_travel_time_diff,0
5350200.02,Mimico-Queensway,first_destination_travel_time_after,0
5350200.02,Mimico-Queensway,first_destination_travel_time_before,7
5350200.02,Mimico-Queensway,first_destination_travel_time_diff,0
5350201.00,Mimico-Queensway,first_destination_travel_time_after,0
5350201.00,Mimico-Queensway,first_destination_travel_time_before,5
5350201.00,Mimico-Queensway,first_destination_travel_time_diff,0
5350202.00,Mimico-Queensway,first_destination_travel_time_after,0
5350202.00,Mimico-Queensway,first_destination_travel_time_before,4
5350202.00,Mimico-Queensway,first_destination_travel_time_diff,0
5350203.00,Mimico-Queensway,first_destination_travel_time_after,0
5350203.00,Mimico-Queensway,first_destination_travel_time_before,10
5350203.00,Mimico-Queensway,first_destination_travel_time_diff,0
5350204.00,New Toronto,first_destination_travel_time_after,0
5350204.00,New Toronto,first_destination_travel_time_before,2
5350204.00,New Toronto,first_destination_travel_time_diff,0
5350205.00,New Toronto,first_destination_travel_time_after,0
5350205.00,New Toronto,first_destination_travel_time_before,10
5350205.00,New Toronto,first_destination_travel_time_diff,0
5350206.01,Long Branch,first_destination_travel_time_after,0
5350206.01,Long Branch,first_destination_travel_time_before,6
5350206.01,Long Branch,first_destination_travel_time_diff,0
5350206.02,Long Branch,first_destination_travel_time_after,0
5350206.02,Long Branch,first_destination_travel_time_before,8
5350206.02,Long Branch,first_destination_travel_time_diff,0
5350207.00,New Toronto,first_destination_travel_time_after,0
5350207.00,New Toronto,first_destination_travel_time_before,6
5350207.00,New Toronto,first_destination_travel_time_diff,0
5350208.00,New Toronto,first_destination_travel_time_after,0
5350208.00,New Toronto,first_destination_travel_time_before,4
5350208.00,New Toronto,first_destination_travel_time_diff,0
5350209.00,Mimico-Queensway,first_destination_travel_time_after,0
5350209.00,Mimico-Queensway,first_destination_travel_time_before,7
5350209.00,Mimico-Queensway,first_destination_travel_time_diff,0
5350210.01,Mimico-Queensway,first_destination_travel_time_after,0
5350210.01,Mimico-Queensway,first_destination_travel_time_before,8
5350210.01,Mimico-Queensway,first_destination_travel_time_diff,0
5350210.03,Humber Bay Shores,first_destination_travel_time_after,0
5350210.03,Humber Bay Shores,first_destination_travel_time_before,4
5350210.03,Humber Bay Shores,first_destination_travel_time_diff,0
5350210.04,Humber Bay Shores,first_destination_travel_time_after,1
5350210.04,Humber Bay Shores,first_destination_travel_time_before,8
5350210.04,Humber Bay Shores,first_destination_travel_time_diff,0
5350211.00,Alderwood,first_destination_travel_time_after,0
5350211.00,Alderwood,first_destination_travel_time_before,5
5350211.00,Alderwood,first_destination_travel_time_diff,0
5350212.00,Alderwood,first_destination_travel_time_after,0
5350212.00,Alderwood,first_destination_travel_time_before,4
5350212.00,Alderwood,first_destination_travel_time_diff,0
5350213.01,Islington,first_destination_travel_time_after,0
5350213.01,Islington,first_destination_travel_time_before,9
5350213.01,Islington,first_destination_travel_time_diff,0
5350213.02,Etobicoke City Centre,first_destination_travel_time_after,1
5350213.02,Etobicoke City Centre,first_destination_travel_time_before,8
5350213.02,Etobicoke City Centre,first_destination_travel_time_diff,0
5350214.00,Etobicoke City Centre,first_destination_travel_time_after,0
5350214.00,Etobicoke City Centre,first_destination_travel_time_before,1
5350214.00,Etobicoke City Centre,first_destination_travel_time_diff,0
5350215.00,Stonegate-Queensway,first_destination_travel_time_after,0
5350215.00,Stonegate-Queensway,first_destination_travel_time_before,4
5350215.00,Stonegate-Queensway,first_destination_travel_time_diff,0
5350216.00,Stonegate-Queensway,first_destination_travel_time_after,0
5350216.00,Stonegate-Queensway,first_destination_travel_time_before,7
5350216.00,Stonegate-Queensway,first_destination_travel_time_diff,0
5350217.00,Stonegate-Queensway,first_destination_travel_time_after,0
5350217.00,Stonegate-Queensway,first_destination_travel_time_before,1
5350217.00,Stonegate-Queensway,first_destination_travel_time_diff,0
5350218.00,Stonegate-Queensway,first_destination_travel_time_after,0
5350218.00,Stonegate-Queensway,first_destination_travel_time_before,9
5350218.00,Stonegate-Queensway,first_destination_travel_time_diff,0
5350219.00,Stonegate-Queensway,first_destination_travel_time_after,0
5350219.00,Stonegate-Queensway,first_destination_travel_time_before,5
5350219.00,Stonegate-Queensway,first_destination_travel_time_diff,0
5350220.00,Markland Wood,first_destination_travel_time_after,0
5350220.00,Markland Wood,first_destination_travel_time_before,8
5350220.00,Markland Wood,first_destination_travel_time_diff,0
5350221.01,Markland Wood,first_destination_travel_time_after,0
5350221.01,Markland Wood,first_destination_travel_time_before,2
5350221.01,Markland Wood,first_destination_travel_time_diff,0
5350221.02,Etobicoke West Mall,first_destination_travel_time_after,0
5350221.02,Etobicoke West Mall,first_destination_travel_time_before,7
5350221.02,Etobicoke West Mall,first_destination_travel_time_diff,0
5350222.01,Islington,first_destination_travel_time_after,0
5350222.01,Islington,first_destination_travel_time_before,9
5350222.01,Islington,first_destination_travel_time_diff,0
5350222.02,Islington,first_destination_travel_time_after,0
5350222.02,Islington,first_destination_travel_time_before,4
5350222.02,Islington,first_destination_travel_time_diff,0
5350223.01,Islington,first_destination_travel_time_after,0
5350223.01,Islington,first_destination_travel_time_before,3
5350223.01,Islington,first_destination_travel_time_diff,0
5350223.02,Islington,first_destination_travel_time_after,0
5350223.02,Islington,first_destination_travel_time_before,10
5350223.02,Islington,first_destination_travel_time_diff,0
5350224.00,Princess-Rosethorn,first_destination_travel_time_after,0
5350224.00,Princess-Rosethorn,first_destination_travel_time_before,2
5350224.00,Princess-Rosethorn,first_destination_travel_time_diff,0
5350225.01,Islington,first_destination_travel_time_after,0
5350225.01,Islington,first_destination_travel_time_before,7
5350225.01,Islington,first_destination_travel_time_diff,0
5350225.02,Etobicoke City Centre,first_destination_travel_time_after,0
5350225.02,Etobicoke City Centre,first_destination_travel_time_before,4
5350225.02,Etobicoke City Centre,first_destination_travel_time_diff,0
5350226.00,Kingsway South,first_destination_travel_time_after,0
5350226.00,Kingsway South,first_destination_travel_time_before,1
5350226.00,Kingsway South,first_destination_travel_time_diff,0
5350227.00,Kingsway South,first_destination_travel_time_after,1
5350227.00,Kingsway South,first_destination_travel_time_before,8
5350227.00,Kingsway South,first_destination_travel_time_diff,1
5350228.00,Kingsway South,first_destination_travel_time_after,0
5350228.00,Kingsway South,first_destination_travel_time_before,6
5350228.00,Kingsway South,first_destination_travel_time_diff,0
5350229.00,Kingsway South,first_destination_travel_time_after,0
5350229.00,Kingsway South,first_destination_travel_time_before,7
5350229.00,Kingsway South,first_destination_travel_time_diff,0
5350230.01,Edenbridge-Humber Valley,first_destination_travel_time_after,0
5350230.01,Edenbridge-Humber Valley,first_destination_travel_time_before,9
5350230.01,Edenbridge-Humber Valley,first_destination_travel_time_diff,0
5350230.02,Edenbridge-Humber Valley,first_destination_travel_time_after,0
5350230.02,Edenbridge-Humber Valley,first_destination_travel_time_before,7
5350230.02,Edenbridge-Humber Valley,first_destination_travel_time_diff,0
5350231.00,Edenbridge-Humber Valley,first_destination_travel_time_after,0
5350231.00,Edenbridge-Humber Valley,first_destination_travel_time_before,5
5350231.00,Edenbridge-Humber Valley,first_destination_travel_time_diff,0
5350232.00,Princess-Rosethorn,first_destination_travel_time_after,0
5350232.00,Princess-Rosethorn,first_destination_travel_time_before,3
5350232.00,Princess-Rosethorn,first_destination_travel_time_diff,0
5350233.00,Princess-Rosethorn,first_destination_travel_time_after,0
5350233.00,Princess-Rosethorn,first_destination_travel_time_before,6
5350233.00,Princess-Rosethorn,first_destination_travel_time_diff,0
5350234.00,Eringate-Centennial-West Deane,first_destination_travel_time_after,0
5350234.00,Eringate-Centennial-West Deane,first_destination_travel_time_before,4
5350234.00,Eringate-Centennial-West Deane,first_destination_travel_time_diff,0
5350235.01,Eringate-Centennial-West Deane,first_destination_travel_time_after,0
5350235.01,Eringate-Centennial-West Deane,first_destination_travel_time_before,8
5350235.01,Eringate-Centennial-West Deane,first_destination_travel_time_diff,0
5350235.02,Eringate-Centennial-West Deane,first_destination_travel_time_after,0
5350235.02,Eringate-Centennial-West Deane,first_destination_travel_time_before,10
5350235.02,Eringate-Centennial-West Deane,first_destination_travel_time_diff,0
5350236.01,Etobicoke West Mall,first_destination_travel_time_after,0
5350236.01,Etobicoke West Mall,first_destination_travel_time_before,3
5350236.01,Etobicoke West Mall,first_destination_travel_time_diff,0
5350236.02,Eringate-Centennial-West Deane,first_destination_travel_time_after,0
5350236.02,Eringate-Centennial-West Deane,first_destination_travel_time_before,7
5350236.02,Eringate-Centennial-West Deane,first_destination_travel_time_diff,0
5350237.01,Willowridge-Martingrove-Richview,first_destination_travel_time_after,0
5350237.01,Willowridge-Martingrove-Richview,first_destination_travel_time_before,1
5350237.01,Willowridge-Martingrove-Richview,first_destination_travel_time_diff,0
5350237.02,Willowridge-Martingrove-Richview,first_destination_travel_time_after,0
5350237.02,Willowridge-Martingrove-Richview,first_destination_travel_time_before,7
5350237.02,Willowridge-Martingrove-Richview,first_destination_travel_time_diff,0
5350237.03,Willowridge-Martingrove-Richview,first_destination_travel_time_after,0
5350237.03,Willowridge-Martingrove-Richview,first_destination_travel_time_before,4
5350237.03,Willowridge-Martingrove-Richview,first_destination_travel_time_diff,0
5350238.01,Willowridge-Martingrove-Richview,first_destination_travel_time_after,0
5350238.01,Willowridge-Martingrove-Richview,first_destination_travel_time_before,4
5350238.01,Willowridge-Martingrove-Richview,first_destination_travel_time_diff,0
5350238.02,Kingsview Village-The Westway,first_destination_travel_time_after,0
5350238.02,Kingsview Village-The Westway,first_destination_travel_time_before,10
5350238.02,Kingsview Village-The Westway,first_destination_travel_time_diff,0
5350239.00,Kingsview Village-The Westway,first_destination_travel_time_after,0
5350239.00,Kingsview Village-The Westway,first_destination_travel_time_before,7
5350239.00,Kingsview Village-The Westway,first_destination_travel_time_diff,0
5350240.01,Willowridge-Martingrove-Richview,first_destination_travel_time_after,0
5350240.01,Willowridge-Martingrove-Richview,first_destination_travel_time_before,2
5350240.01,Willowridge-Martingrove-Richview,first_destination_travel_time_diff,0
5350240.02,Humber Heights-Westmount,first_destination_travel_time_after,0
5350240.02,Humber Heights-Westmount,first_destination_travel_time_before,4
5350240.02,Humber Heights-Westmount,first_destination_travel_time_diff,0
5350241.00,Humber Heights-Westmount,first_destination_travel_time_after,0
5350241.00,Humber Heights-Westmount,first_destination_travel_time_before,1
5350241.00,Humber Heights-Westmount,first_destination_travel_time_diff,0
5350242.00,Humber Heights-Westmount,first_destination_travel_time_after,1
5350242.00,Humber Heights-Westmount,first_destination_travel_time_before,5
5350242.00,Humber Heights-Westmount,first_destination_travel_time_diff,0
5350243.01,Kingsview Village-The Westway,first_destination_travel_time_after,0
5350243.01,Kingsview Village-The Westway,first_destination_travel_time_before,5
5350243.01,Kingsview Village-The Westway,first_destination_travel_time_diff,0
5350243.02,Kingsview Village-The Westway,first_destination_travel_time_after,0
5350243.02,Kingsview Village-The Westway,first_destination_travel_time_before,6
5350243.02,Kingsview Village-The Westway,first_destination_travel_time_diff,0
5350244.01,Elms-Old Rexdale,first_destination_travel_time_after,0
5350244.01,Elms-Old Rexdale,first_destination_travel_time_before,8
5350244.01,Elms-Old Rexdale,first_destination_travel_time_diff,0
5350244.02,Elms-Old Rexdale,first_destination_travel_time_after,2
5350244.02,Elms-Old Rexdale,first_destination_travel_time_before,9
5350244.02,Elms-Old Rexdale,first_destination_travel_time_diff,0
5350245.00,Rexdale-Kipling,first_destination_travel_time_after,0
5350245.00,Rexdale-Kipling,first_destination_travel_time_before,8
5350245.00,Rexdale-Kipling,first_destination_travel_time_diff,0
5350246.00,Rexdale-Kipling,first_destination_travel_time_after,1
5350246.00,Rexdale-Kipling,first_destination_travel_time_before,10
5350246.00,Rexdale-Kipling,first_destination_travel_time_diff,0
5350247.01,West Humber-Clairville,first_destination_travel_time_after,0
5350247.01,West Humber-Clairville,first_destination_travel_time_before,10
5350247.01,West Humber-Clairville,first_destination_travel_time_diff,0
5350247.02,West Humber-Clairville,first_destination_travel_time_after,1
5350247.02,West Humber-Clairville,first_destination_travel_time_before,9
5350247.02,West Humber-Clairville,first_destination_travel_time_diff,0
5350248.02,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_after,1
5350248.02,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_before,10
5350248.02,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_diff,0
5350248.03,West Humber-Clairville,first_destination_travel_time_after,0
5350248.03,West Humber-Clairville,first_destination_travel_time_before,4
5350248.03,West Humber-Clairville,first_destination_travel_time_diff,0
5350248.04,West Humber-Clairville,first_destination_travel_time_after,1
5350248.04,West Humber-Clairville,first_destination_travel_time_before,3
5350248.04,West Humber-Clairville,first_destination_travel_time_diff,0
5350248.05,West Humber-Clairville,first_destination_travel_time_after,1
5350248.05,West Humber-Clairville,first_destination_travel_time_before,2
5350248.05,West Humber-Clairville,first_destination_travel_time_diff,0
5350249.01,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_after,0
5350249.01,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_before,3
5350249.01,Mount Olive-Silverstone-Jamestown,first_destination_travel_time_diff,0
5350249.03,West Humber-Clairville,first_destination_travel_time_after,1
5350249.03,West Humber-Clairville,first_destination_travel_time_before,8
