CTUID,Manufacturing and Warehousing_before,Manufacturing and Warehousing_after,Manufacturing and Warehousing_absolute_difference,Retail_before,Retail_after,Retail_absolute_difference,Service_before,Service_after,Service_absolute_difference,Office_before,Office_after,Office_absolute_difference,Institutional_before,Institutional_after,Institutional_absolute_difference,Community and Entertainment_before,Community and Entertainment_after,Community and Entertainment_absolute_difference,Grand Total_before,Grand Total_after,Grand Total_absolute_difference
5350102.05,1285.0,2343.0,1058.0,3234.0,6302.0,3068.0,2832.0,4845.0,2013.0,4773.0,7991.0,3218.0,2362.0,3796.0,1434.0,408.0,733.0,325.0,14894.0,26010.0,11116.0
5350103.00,547.0,705.0,158.0,2281.0,2469.0,188.0,2115.0,2344.0,229.0,2599.0,2853.0,254.0,1830.0,2028.0,198.0,179.0,190.0,11.0,9551.0,10589.0,1038.0
5350104.00,685.0,843.0,158.0,2227.0,2863.0,636.0,2060.0,3136.0,1076.0,2396.0,3782.0,1386.0,2475.0,3018.0,543.0,221.0,329.0,108.0,10064.0,13971.0,3907.0
5350105.00,1475.0,1475.0,0.0,4534.0,4534.0,0.0,3145.0,3145.0,0.0,3477.0,3477.0,0.0,2520.0,2520.0,0.0,417.0,417.0,0.0,15568.0,15568.0,0.0
5350106.00,1786.0,1786.0,0.0,3165.0,3165.0,0.0,3504.0,3504.0,0.0,5674.0,5674.0,0.0,3978.0,3978.0,0.0,552.0,552.0,0.0,18659.0,18659.0,0.0
5350107.00,3927.0,3927.0,0.0,5217.0,5217.0,0.0,4435.0,4435.0,0.0,10069.0,10069.0,0.0,3532.0,3532.0,0.0,622.0,622.0,0.0,27802.0,27802.0,0.0
5350108.00,2516.0,2516.0,0.0,4596.0,4596.0,0.0,3737.0,3737.0,0.0,6274.0,6274.0,0.0,2499.0,2499.0,0.0,910.0,910.0,0.0,20532.0,20532.0,0.0
5350109.00,2711.0,2714.0,3.0,7616.0,7907.0,291.0,6105.0,6699.0,594.0,18029.0,19068.0,1039.0,5532.0,5860.0,328.0,1620.0,1805.0,185.0,41613.0,44053.0,2440.0
5350110.00,2497.0,2506.0,9.0,5657.0,5823.0,166.0,4469.0,4691.0,222.0,6516.0,6669.0,153.0,3689.0,3862.0,173.0,1090.0,1112.0,22.0,23918.0,24663.0,745.0
5350111.00,3757.0,3757.0,0.0,6093.0,6213.0,120.0,3880.0,4004.0,124.0,8428.0,8578.0,150.0,3571.0,3666.0,95.0,952.0,1035.0,83.0,26681.0,27253.0,572.0
5350112.00,2897.0,2897.0,0.0,6433.0,6433.0,0.0,4118.0,4118.0,0.0,5412.0,5412.0,0.0,3810.0,3810.0,0.0,975.0,975.0,0.0,23645.0,23645.0,0.0
5350113.00,2071.0,2074.0,3.0,6525.0,6613.0,88.0,6406.0,6559.0,153.0,5970.0,6446.0,476.0,5934.0,6075.0,141.0,1145.0,1261.0,116.0,28051.0,29028.0,977.0
5350114.00,1237.0,1237.0,0.0,3972.0,3972.0,0.0,4453.0,4453.0,0.0,3261.0,3261.0,0.0,4220.0,4220.0,0.0,558.0,558.0,0.0,17701.0,17701.0,0.0
5350115.00,516.0,1722.0,1206.0,5809.0,8630.0,2821.0,7756.0,12516.0,4760.0,7977.0,17751.0,9774.0,10542.0,13674.0,3132.0,1376.0,2397.0,1021.0,33976.0,56690.0,22714.0
5350116.00,78.0,78.0,0.0,2753.0,2753.0,0.0,3258.0,3258.0,0.0,4312.0,4312.0,0.0,5103.0,5103.0,0.0,1275.0,1275.0,0.0,16779.0,16779.0,0.0
5350117.00,2272.0,2296.0,24.0,17183.0,18013.0,830.0,31421.0,32568.0,1147.0,312186.0,329994.0,17808.0,71220.0,72508.0,1288.0,10502.0,10611.0,109.0,444784.0,465990.0,21206.0
5350118.00,34.0,34.0,0.0,2214.0,2214.0,0.0,4939.0,4939.0,0.0,17032.0,17032.0,0.0,7327.0,7327.0,0.0,535.0,535.0,0.0,32081.0,32081.0,0.0
5350119.00,164.0,183.0,19.0,4730.0,5052.0,322.0,9892.0,10281.0,389.0,43748.0,52425.0,8677.0,12198.0,12790.0,592.0,1890.0,1915.0,25.0,72622.0,82646.0,10024.0
5350120.00,1738.0,1740.0,2.0,17462.0,18068.0,606.0,29009.0,29734.0,725.0,303821.0,304711.0,890.0,59778.0,60470.0,692.0,8698.0,9182.0,484.0,420506.0,423905.0,3399.0
5350121.00,1517.0,1521.0,4.0,15327.0,15445.0,118.0,20361.0,21460.0,1099.0,157701.0,159003.0,1302.0,57673.0,59385.0,1712.0,7990.0,8155.0,165.0,260569.0,264969.0,4400.0
5350122.00,117.0,117.0,0.0,4209.0,4209.0,0.0,6844.0,6844.0,0.0,37758.0,37758.0,0.0,7332.0,7332.0,0.0,1501.0,1501.0,0.0,57761.0,57761.0,0.0
5350123.00,125.0,125.0,0.0,4261.0,4261.0,0.0,7126.0,7126.0,0.0,43689.0,43689.0,0.0,7241.0,7241.0,0.0,1512.0,1512.0,0.0,63954.0,63954.0,0.0
5350124.00,1728.0,1732.0,4.0,17369.0,17629.0,260.0,28255.0,29388.0,1133.0,303961.0,305347.0,1386.0,58633.0,60519.0,1886.0,8681.0,8915.0,234.0,418627.0,423530.0,4903.0
5350125.00,103.0,103.0,0.0,5028.0,5028.0,0.0,7733.0,7733.0,0.0,40058.0,40058.0,0.0,7272.0,7272.0,0.0,1368.0,1368.0,0.0,61562.0,61562.0,0.0
5350126.00,39.0,39.0,0.0,2079.0,2079.0,0.0,2576.0,2576.0,0.0,15206.0,15206.0,0.0,2444.0,2444.0,0.0,261.0,261.0,0.0,22605.0,22605.0,0.0
5350127.00,20.0,20.0,0.0,1948.0,1948.0,0.0,2500.0,2500.0,0.0,13601.0,13601.0,0.0,12071.0,12071.0,0.0,214.0,214.0,0.0,30354.0,30354.0,0.0
5350128.02,208.0,208.0,0.0,6869.0,6869.0,0.0,10567.0,10567.0,0.0,59001.0,59001.0,0.0,9171.0,9171.0,0.0,2484.0,2484.0,0.0,88300.0,88300.0,0.0
5350128.04,657.0,657.0,0.0,12015.0,12015.0,0.0,14951.0,14951.0,0.0,101598.0,101598.0,0.0,54833.0,54833.0,0.0,3042.0,3042.0,0.0,187096.0,187096.0,0.0
5350128.05,255.0,255.0,0.0,8695.0,8695.0,0.0,13081.0,13081.0,0.0,82393.0,82393.0,0.0,23623.0,23623.0,0.0,3348.0,3348.0,0.0,131395.0,131395.0,0.0
5350128.06,745.0,745.0,0.0,14036.0,14036.0,0.0,17870.0,17870.0,0.0,120622.0,120622.0,0.0,66550.0,66550.0,0.0,3803.0,3803.0,0.0,223626.0,223626.0,0.0
5350129.00,100.0,100.0,0.0,4668.0,4668.0,0.0,6497.0,6497.0,0.0,36360.0,36360.0,0.0,5980.0,5980.0,0.0,1367.0,1367.0,0.0,54972.0,54972.0,0.0
5350130.00,12.0,12.0,0.0,420.0,420.0,0.0,1071.0,1071.0,0.0,8207.0,8207.0,0.0,1135.0,1135.0,0.0,240.0,240.0,0.0,11085.0,11085.0,0.0
5350131.00,60.0,60.0,0.0,1390.0,1390.0,0.0,2476.0,2476.0,0.0,1985.0,1985.0,0.0,4006.0,4006.0,0.0,527.0,527.0,0.0,10444.0,10444.0,0.0
5350132.00,878.0,878.0,0.0,2855.0,2855.0,0.0,2345.0,2345.0,0.0,9170.0,9170.0,0.0,3911.0,3911.0,0.0,776.0,776.0,0.0,19935.0,19935.0,0.0
5350133.00,31.0,31.0,0.0,2308.0,2308.0,0.0,2097.0,2097.0,0.0,8674.0,8674.0,0.0,3524.0,3524.0,0.0,639.0,639.0,0.0,17273.0,17273.0,0.0
5350134.00,47.0,47.0,0.0,3094.0,3094.0,0.0,3610.0,3610.0,0.0,17088.0,17088.0,0.0,3473.0,3473.0,0.0,635.0,635.0,0.0,27947.0,27947.0,0.0
5350135.00,41.0,41.0,0.0,3467.0,3467.0,0.0,4501.0,4501.0,0.0,26171.0,26171.0,0.0,4498.0,4498.0,0.0,520.0,520.0,0.0,39198.0,39198.0,0.0
5350136.01,41.0,41.0,0.0,3166.0,3166.0,0.0,4194.0,4194.0,0.0,19764.0,19764.0,0.0,3120.0,3120.0,0.0,881.0,881.0,0.0,31166.0,31166.0,0.0
5350136.02,144.0,144.0,0.0,5701.0,5701.0,0.0,7985.0,7985.0,0.0,51498.0,51498.0,0.0,16458.0,16458.0,0.0,1759.0,1759.0,0.0,83545.0,83545.0,0.0
5350137.00,36.0,36.0,0.0,2246.0,2246.0,0.0,3221.0,3221.0,0.0,12587.0,12587.0,0.0,1976.0,1976.0,0.0,647.0,647.0,0.0,20713.0,20713.0,0.0
5350138.00,105.0,105.0,0.0,3611.0,3611.0,0.0,4341.0,4341.0,0.0,30120.0,30120.0,0.0,13840.0,13840.0,0.0,758.0,758.0,0.0,52775.0,52775.0,0.0
5350139.01,23.0,23.0,0.0,1465.0,1465.0,0.0,1608.0,1608.0,0.0,6452.0,6452.0,0.0,10760.0,10760.0,0.0,547.0,547.0,0.0,20855.0,20855.0,0.0
5350139.02,47.0,47.0,0.0,2687.0,2687.0,0.0,2626.0,2626.0,0.0,12386.0,12386.0,0.0,2786.0,2786.0,0.0,669.0,669.0,0.0,21201.0,21201.0,0.0
5350140.00,47.0,47.0,0.0,2272.0,2272.0,0.0,2404.0,2404.0,0.0,11945.0,11945.0,0.0,3120.0,3120.0,0.0,672.0,672.0,0.0,20460.0,20460.0,0.0
5350141.01,115.0,115.0,0.0,4855.0,4855.0,0.0,5595.0,5595.0,0.0,35323.0,35323.0,0.0,14958.0,14958.0,0.0,1164.0,1164.0,0.0,62010.0,62010.0,0.0
5350141.02,32.0,32.0,0.0,1741.0,1741.0,0.0,1845.0,1845.0,0.0,4526.0,4526.0,0.0,1756.0,1756.0,0.0,427.0,427.0,0.0,10327.0,10327.0,0.0
5350142.00,88.0,88.0,0.0,2817.0,2817.0,0.0,2961.0,2961.0,0.0,23799.0,23799.0,0.0,12652.0,12652.0,0.0,764.0,764.0,0.0,43081.0,43081.0,0.0
5350150.00,662.0,662.0,0.0,1560.0,1571.0,11.0,1300.0,1300.0,0.0,1352.0,1391.0,39.0,981.0,1021.0,40.0,85.0,85.0,0.0,5940.0,6030.0,90.0
5350151.00,535.0,535.0,0.0,1269.0,1269.0,0.0,1263.0,1263.0,0.0,788.0,788.0,0.0,1276.0,1276.0,0.0,85.0,85.0,0.0,5216.0,5216.0,0.0
5350152.00,1993.0,1996.0,3.0,4381.0,4891.0,510.0,3355.0,3977.0,622.0,4118.0,4893.0,775.0,4451.0,4824.0,373.0,536.0,629.0,93.0,18834.0,21210.0,2376.0
5350153.00,2504.0,2504.0,0.0,4641.0,4897.0,256.0,3591.0,3997.0,406.0,4940.0,5548.0,608.0,5582.0,5780.0,198.0,562.0,590.0,28.0,21820.0,23316.0,1496.0
5350154.00,530.0,530.0,0.0,1217.0,1217.0,0.0,768.0,768.0,0.0,473.0,473.0,0.0,1351.0,1351.0,0.0,79.0,79.0,0.0,4418.0,4418.0,0.0
5350155.00,1840.0,1840.0,0.0,3594.0,3594.0,0.0,2790.0,2790.0,0.0,3000.0,3000.0,0.0,1875.0,1875.0,0.0,332.0,332.0,0.0,13431.0,13431.0,0.0
5350156.01,1762.0,1762.0,0.0,2267.0,2267.0,0.0,2067.0,2067.0,0.0,2622.0,2622.0,0.0,3900.0,3900.0,0.0,339.0,339.0,0.0,12957.0,12957.0,0.0
5350156.02,1922.0,1922.0,0.0,3493.0,3493.0,0.0,2107.0,2107.0,0.0,2137.0,2137.0,0.0,3065.0,3065.0,0.0,261.0,261.0,0.0,12985.0,12985.0,0.0
5350157.00,3387.0,3387.0,0.0,5055.0,5055.0,0.0,3490.0,3490.0,0.0,6796.0,6796.0,0.0,4525.0,4525.0,0.0,532.0,532.0,0.0,23785.0,23785.0,0.0
5350158.00,4640.0,4640.0,0.0,5053.0,5053.0,0.0,3690.0,3690.0,0.0,8083.0,8083.0,0.0,2473.0,2473.0,0.0,282.0,282.0,0.0,24221.0,24221.0,0.0
5350159.01,4815.0,4815.0,0.0,5850.0,5850.0,0.0,4103.0,4103.0,0.0,8866.0,8866.0,0.0,2899.0,2899.0,0.0,366.0,366.0,0.0,26899.0,26899.0,0.0
5350159.02,2282.0,2282.0,0.0,3709.0,3709.0,0.0,2490.0,2490.0,0.0,7567.0,7567.0,0.0,3269.0,3269.0,0.0,422.0,422.0,0.0,19739.0,19739.0,0.0
5350160.00,4231.0,4231.0,0.0,6742.0,6742.0,0.0,4393.0,4393.0,0.0,10492.0,10492.0,0.0,3917.0,3917.0,0.0,982.0,982.0,0.0,30757.0,30757.0,0.0
5350161.00,1344.0,1344.0,0.0,2247.0,2247.0,0.0,1406.0,1406.0,0.0,2101.0,2101.0,0.0,1755.0,1755.0,0.0,200.0,200.0,0.0,9053.0,9053.0,0.0
5350162.00,3127.0,3127.0,0.0,12117.0,12117.0,0.0,6885.0,6885.0,0.0,11394.0,11394.0,0.0,5013.0,5013.0,0.0,1092.0,1092.0,0.0,39628.0,39628.0,0.0
5350163.00,1512.0,1512.0,0.0,5701.0,5701.0,0.0,3816.0,3816.0,0.0,4690.0,4690.0,0.0,4081.0,4081.0,0.0,953.0,953.0,0.0,20753.0,20753.0,0.0
5350164.00,291.0,291.0,0.0,1723.0,1723.0,0.0,3558.0,3558.0,0.0,2585.0,2585.0,0.0,4454.0,4454.0,0.0,487.0,487.0,0.0,13098.0,13098.0,0.0
5350165.00,82.0,82.0,0.0,2409.0,2409.0,0.0,3919.0,3919.0,0.0,3513.0,3513.0,0.0,4925.0,4925.0,0.0,865.0,865.0,0.0,15713.0,15713.0,0.0
5350166.00,866.0,866.0,0.0,2582.0,2582.0,0.0,3053.0,3053.0,0.0,5060.0,5060.0,0.0,3069.0,3069.0,0.0,557.0,557.0,0.0,15187.0,15187.0,0.0
5350167.01,2142.0,2183.0,41.0,19115.0,20234.0,1119.0,34865.0,36641.0,1776.0,321029.0,340687.0,19658.0,74172.0,76007.0,1835.0,10838.0,11114.0,276.0,462161.0,486866.0,24705.0
5350167.02,79.0,79.0,0.0,2363.0,2363.0,0.0,3990.0,3990.0,0.0,3404.0,3404.0,0.0,4085.0,4085.0,0.0,722.0,722.0,0.0,14643.0,14643.0,0.0
5350168.00,1087.0,1087.0,0.0,3758.0,3758.0,0.0,4267.0,4267.0,0.0,4143.0,4143.0,0.0,4456.0,4456.0,0.0,472.0,472.0,0.0,18183.0,18183.0,0.0
5350169.01,3997.0,3997.0,0.0,12263.0,12263.0,0.0,6669.0,6669.0,0.0,16016.0,16016.0,0.0,6251.0,6251.0,0.0,866.0,866.0,0.0,46062.0,46062.0,0.0
5350169.02,3304.0,3304.0,0.0,10577.0,10577.0,0.0,3902.0,3902.0,0.0,10942.0,10942.0,0.0,2800.0,2800.0,0.0,412.0,412.0,0.0,31937.0,31937.0,0.0
5350170.00,1127.0,1127.0,0.0,2838.0,2838.0,0.0,2066.0,2066.0,0.0,5990.0,5990.0,0.0,2856.0,2856.0,0.0,385.0,385.0,0.0,15262.0,15262.0,0.0
5350171.00,3388.0,3388.0,0.0,4069.0,4069.0,0.0,2976.0,2976.0,0.0,8629.0,8629.0,0.0,2627.0,2627.0,0.0,307.0,307.0,0.0,21996.0,21996.0,0.0
5350172.00,2579.0,2579.0,0.0,3416.0,3416.0,0.0,1913.0,1913.0,0.0,3706.0,3706.0,0.0,2132.0,2132.0,0.0,214.0,214.0,0.0,13960.0,13960.0,0.0
5350173.00,3540.0,3540.0,0.0,5531.0,5531.0,0.0,4096.0,4096.0,0.0,7262.0,7262.0,0.0,5642.0,5642.0,0.0,549.0,549.0,0.0,26620.0,26620.0,0.0
5350174.00,1634.0,1634.0,0.0,1941.0,1941.0,0.0,2185.0,2185.0,0.0,4969.0,4969.0,0.0,2173.0,2173.0,0.0,76.0,76.0,0.0,12978.0,12978.0,0.0
5350175.01,2221.0,2221.0,0.0,1984.0,1984.0,0.0,2461.0,2461.0,0.0,5521.0,5521.0,0.0,4538.0,4538.0,0.0,256.0,256.0,0.0,16981.0,16981.0,0.0
5350175.02,873.0,873.0,0.0,1479.0,1479.0,0.0,1520.0,1520.0,0.0,1853.0,1853.0,0.0,3979.0,3979.0,0.0,261.0,261.0,0.0,9965.0,9965.0,0.0
5350176.00,374.0,374.0,0.0,1421.0,1421.0,0.0,1374.0,1374.0,0.0,1857.0,1857.0,0.0,1876.0,1876.0,0.0,136.0,136.0,0.0,7038.0,7038.0,0.0
5350180.00,132.0,143.0,11.0,2208.0,3184.0,976.0,2090.0,4413.0,2323.0,2102.0,3705.0,1603.0,6838.0,8482.0,1644.0,957.0,1200.0,243.0,14327.0,21127.0,6800.0
5350181.01,30.0,41.0,11.0,1880.0,2582.0,702.0,2461.0,3569.0,1108.0,1695.0,2917.0,1222.0,5077.0,6140.0,1063.0,382.0,525.0,143.0,11525.0,15774.0,4249.0
5350181.02,1613.0,1617.0,4.0,2790.0,2925.0,135.0,2322.0,2527.0,205.0,3523.0,3784.0,261.0,6117.0,6508.0,391.0,523.0,539.0,16.0,16888.0,17900.0,1012.0
5350182.00,1624.0,1625.0,1.0,3374.0,3425.0,51.0,4204.0,4294.0,90.0,4299.0,4440.0,141.0,3946.0,4237.0,291.0,667.0,700.0,33.0,18114.0,18721.0,607.0
5350183.01,45.0,45.0,0.0,2549.0,2549.0,0.0,2773.0,2773.0,0.0,2869.0,2869.0,0.0,6493.0,6493.0,0.0,560.0,560.0,0.0,15289.0,15289.0,0.0
5350183.02,36.0,63.0,27.0,1855.0,3648.0,1793.0,3045.0,5561.0,2516.0,2753.0,10411.0,7658.0,6721.0,8189.0,1468.0,363.0,796.0,433.0,14773.0,28668.0,13895.0
5350184.01,188.0,227.0,39.0,2603.0,4171.0,1568.0,3936.0,7278.0,3342.0,4734.0,26394.0,21660.0,9735.0,12666.0,2931.0,583.0,919.0,336.0,21779.0,51655.0,29876.0
5350184.02,206.0,212.0,6.0,2445.0,2899.0,454.0,3596.0,4026.0,430.0,6972.0,7442.0,470.0,9504.0,9960.0,456.0,773.0,957.0,184.0,23496.0,25496.0,2000.0
5350185.01,211.0,224.0,13.0,2507.0,3160.0,653.0,3442.0,4960.0,1518.0,7597.0,14368.0,6771.0,9065.0,10123.0,1058.0,820.0,1005.0,185.0,23642.0,33840.0,10198.0
5350185.02,212.0,617.0,405.0,2602.0,6693.0,4091.0,3522.0,11830.0,8308.0,7608.0,40394.0,32786.0,8865.0,14311.0,5446.0,757.0,1748.0,991.0,23566.0,75593.0,52027.0
5350187.00,1589.0,1589.0,0.0,1408.0,1408.0,0.0,1304.0,1304.0,0.0,2699.0,2699.0,0.0,5355.0,5355.0,0.0,257.0,257.0,0.0,12612.0,12612.0,0.0
5350188.00,2377.0,2381.0,4.0,3243.0,3378.0,135.0,2847.0,3052.0,205.0,5240.0,5501.0,261.0,6716.0,7107.0,391.0,730.0,746.0,16.0,21153.0,22165.0,1012.0
5350189.00,1620.0,1620.0,0.0,1526.0,1526.0,0.0,952.0,952.0,0.0,1746.0,1746.0,0.0,985.0,985.0,0.0,368.0,368.0,0.0,7197.0,7197.0,0.0
5350190.01,48.0,66.0,18.0,1011.0,1927.0,916.0,744.0,2721.0,1977.0,700.0,1792.0,1092.0,686.0,2054.0,1368.0,595.0,799.0,204.0,3784.0,9359.0,5575.0
5350190.02,1584.0,1584.0,0.0,1335.0,1335.0,0.0,892.0,892.0,0.0,1652.0,1652.0,0.0,1055.0,1055.0,0.0,472.0,472.0,0.0,6990.0,6990.0,0.0
5350191.00,2424.0,2424.0,0.0,3104.0,3104.0,0.0,2362.0,2362.0,0.0,1986.0,1986.0,0.0,3181.0,3181.0,0.0,614.0,614.0,0.0,13671.0,13671.0,0.0
5350192.00,1968.0,1968.0,0.0,1396.0,1396.0,0.0,1107.0,1107.0,0.0,2922.0,2922.0,0.0,4424.0,4424.0,0.0,257.0,257.0,0.0,12074.0,12074.0,0.0
5350193.00,1572.0,1572.0,0.0,481.0,481.0,0.0,278.0,278.0,0.0,1065.0,1065.0,0.0,210.0,210.0,0.0,92.0,92.0,0.0,3698.0,3698.0,0.0
5350194.01,153.0,153.0,0.0,258.0,258.0,0.0,278.0,278.0,0.0,565.0,565.0,0.0,651.0,651.0,0.0,37.0,37.0,0.0,1942.0,1942.0,0.0
5350194.02,346.0,346.0,0.0,1727.0,1727.0,0.0,1694.0,1694.0,0.0,16040.0,16040.0,0.0,3751.0,3751.0,0.0,691.0,691.0,0.0,24249.0,24249.0,0.0
5350194.03,191.0,191.0,0.0,1067.0,1067.0,0.0,1478.0,1478.0,0.0,5049.0,5049.0,0.0,2620.0,2620.0,0.0,466.0,466.0,0.0,10871.0,10871.0,0.0
5350194.04,2.0,2.0,0.0,103.0,103.0,0.0,280.0,280.0,0.0,431.0,431.0,0.0,340.0,340.0,0.0,18.0,18.0,0.0,1174.0,1174.0,0.0
5350195.01,2207.0,2207.0,0.0,4739.0,4739.0,0.0,3405.0,3405.0,0.0,13994.0,13994.0,0.0,2078.0,2078.0,0.0,774.0,774.0,0.0,27197.0,27197.0,0.0
5350195.02,1915.0,1915.0,0.0,4171.0,4171.0,0.0,3210.0,3210.0,0.0,11434.0,11434.0,0.0,4024.0,4024.0,0.0,786.0,786.0,0.0,25540.0,25540.0,0.0
5350196.01,353.0,353.0,0.0,3313.0,3313.0,0.0,3690.0,3690.0,0.0,19260.0,19260.0,0.0,12676.0,12676.0,0.0,636.0,636.0,0.0,39928.0,39928.0,0.0
5350196.02,22.0,22.0,0.0,957.0,957.0,0.0,1839.0,1839.0,0.0,10485.0,10485.0,0.0,11722.0,11722.0,0.0,187.0,187.0,0.0,25212.0,25212.0,0.0
5350200.01,145.0,145.0,0.0,578.0,578.0,0.0,508.0,508.0,0.0,436.0,436.0,0.0,466.0,466.0,0.0,59.0,59.0,0.0,2192.0,2192.0,0.0
5350200.02,955.0,955.0,0.0,3037.0,3037.0,0.0,2661.0,2661.0,0.0,2982.0,2982.0,0.0,1926.0,1926.0,0.0,410.0,410.0,0.0,11971.0,11971.0,0.0
5350201.00,465.0,465.0,0.0,2534.0,2534.0,0.0,1559.0,1559.0,0.0,1585.0,1585.0,0.0,1168.0,1168.0,0.0,220.0,220.0,0.0,7531.0,7531.0,0.0
5350202.00,940.0,940.0,0.0,2984.0,2984.0,0.0,2421.0,2421.0,0.0,2846.0,2846.0,0.0,1706.0,1706.0,0.0,371.0,371.0,0.0,11268.0,11268.0,0.0
5350203.00,853.0,853.0,0.0,2477.0,2477.0,0.0,1888.0,1888.0,0.0,2063.0,2063.0,0.0,1451.0,1451.0,0.0,189.0,189.0,0.0,8921.0,8921.0,0.0
5350204.00,565.0,565.0,0.0,634.0,634.0,0.0,1167.0,1167.0,0.0,1480.0,1480.0,0.0,2212.0,2212.0,0.0,258.0,258.0,0.0,6316.0,6316.0,0.0
5350205.00,568.0,568.0,0.0,669.0,669.0,0.0,1386.0,1386.0,0.0,1670.0,1670.0,0.0,811.0,811.0,0.0,217.0,217.0,0.0,5321.0,5321.0,0.0
5350206.01,2475.0,2475.0,0.0,507.0,507.0,0.0,1086.0,1086.0,0.0,1729.0,1729.0,0.0,1905.0,1905.0,0.0,431.0,431.0,0.0,8133.0,8133.0,0.0
5350206.02,3006.0,3006.0,0.0,872.0,872.0,0.0,1746.0,1746.0,0.0,2788.0,2788.0,0.0,2252.0,2252.0,0.0,398.0,398.0,0.0,11062.0,11062.0,0.0
5350207.00,8092.0,8092.0,0.0,2262.0,2262.0,0.0,4652.0,4652.0,0.0,7289.0,7289.0,0.0,4026.0,4026.0,0.0,859.0,859.0,0.0,27180.0,27180.0,0.0
5350208.00,2930.0,2930.0,0.0,2545.0,2545.0,0.0,2977.0,2977.0,0.0,2932.0,2932.0,0.0,3823.0,3823.0,0.0,842.0,842.0,0.0,16049.0,16049.0,0.0
5350209.00,3318.0,3318.0,0.0,2919.0,2919.0,0.0,3623.0,3623.0,0.0,3954.0,3954.0,0.0,2740.0,2740.0,0.0,643.0,643.0,0.0,17197.0,17197.0,0.0
5350210.01,838.0,838.0,0.0,2247.0,2247.0,0.0,1785.0,1785.0,0.0,2202.0,2202.0,0.0,1219.0,1219.0,0.0,128.0,128.0,0.0,8419.0,8419.0,0.0
5350210.03,511.0,511.0,0.0,2277.0,2277.0,0.0,1529.0,1529.0,0.0,1846.0,1846.0,0.0,1458.0,1458.0,0.0,178.0,178.0,0.0,7799.0,7799.0,0.0
5350210.04,100.0,100.0,0.0,413.0,413.0,0.0,258.0,258.0,0.0,466.0,466.0,0.0,337.0,337.0,0.0,24.0,24.0,0.0,1598.0,1598.0,0.0
5350211.00,124.0,124.0,0.0,396.0,396.0,0.0,651.0,651.0,0.0,684.0,684.0,0.0,417.0,417.0,0.0,261.0,261.0,0.0,2533.0,2533.0,0.0
5350212.00,2499.0,2499.0,0.0,485.0,485.0,0.0,712.0,712.0,0.0,1324.0,1324.0,0.0,186.0,186.0,0.0,142.0,142.0,0.0,5348.0,5348.0,0.0
5350213.01,5754.0,5754.0,0.0,7453.0,7658.0,205.0,3511.0,3718.0,207.0,7448.0,7596.0,148.0,10134.0,10149.0,15.0,425.0,453.0,28.0,34725.0,35328.0,603.0
5350213.02,0.0,0.0,0.0,237.0,237.0,0.0,328.0,328.0,0.0,492.0,492.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,1174.0,1174.0,0.0
5350214.00,447.0,447.0,0.0,238.0,238.0,0.0,852.0,852.0,0.0,1060.0,1060.0,0.0,472.0,472.0,0.0,132.0,132.0,0.0,3201.0,3201.0,0.0
5350215.00,2794.0,2794.0,0.0,1294.0,1294.0,0.0,2497.0,2497.0,0.0,2634.0,2634.0,0.0,2355.0,2355.0,0.0,687.0,687.0,0.0,12261.0,12261.0,0.0
5350216.00,359.0,359.0,0.0,2263.0,2263.0,0.0,1325.0,1325.0,0.0,1447.0,1447.0,0.0,950.0,950.0,0.0,162.0,162.0,0.0,6506.0,6506.0,0.0
5350217.00,15.0,15.0,0.0,510.0,510.0,0.0,823.0,823.0,0.0,872.0,872.0,0.0,416.0,416.0,0.0,64.0,64.0,0.0,2700.0,2700.0,0.0
5350218.00,537.0,704.0,167.0,2709.0,3435.0,726.0,1759.0,2924.0,1165.0,1736.0,8276.0,6540.0,1628.0,2451.0,823.0,604.0,658.0,54.0,8973.0,18448.0,9475.0
5350219.00,3421.0,3421.0,0.0,3435.0,3435.0,0.0,3358.0,3358.0,0.0,5735.0,5735.0,0.0,1949.0,1949.0,0.0,436.0,436.0,0.0,18334.0,18334.0,0.0
5350220.00,0.0,0.0,0.0,331.0,331.0,0.0,397.0,397.0,0.0,545.0,545.0,0.0,325.0,325.0,0.0,185.0,185.0,0.0,1783.0,1783.0,0.0
5350221.01,0.0,0.0,0.0,328.0,328.0,0.0,503.0,503.0,0.0,2709.0,2709.0,0.0,709.0,709.0,0.0,28.0,28.0,0.0,4277.0,4277.0,0.0
5350221.02,10.0,10.0,0.0,326.0,326.0,0.0,477.0,477.0,0.0,7097.0,7097.0,0.0,1147.0,1147.0,0.0,229.0,229.0,0.0,9286.0,9286.0,0.0
5350222.01,9.0,9.0,0.0,491.0,491.0,0.0,736.0,736.0,0.0,7060.0,7060.0,0.0,1013.0,1013.0,0.0,31.0,31.0,0.0,9340.0,9340.0,0.0
5350222.02,9.0,9.0,0.0,537.0,537.0,0.0,341.0,341.0,0.0,7480.0,7480.0,0.0,583.0,583.0,0.0,61.0,61.0,0.0,9011.0,9011.0,0.0
5350223.01,9.0,9.0,0.0,529.0,529.0,0.0,463.0,463.0,0.0,5639.0,5639.0,0.0,845.0,845.0,0.0,31.0,31.0,0.0,7516.0,7516.0,0.0
