CTUID,Neighbourhoods,Metric_Type,Metric_Name,Travel_Time_Threshold,Category,Before_After_Benefit,Value
5350043.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07933519999999998
5350043.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11900279999999998
5350043.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.12396125
5350045.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.03966759999999999
5350045.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09916900000000001
5350045.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07933519999999998
5350045.0,Little Portugal,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350045.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.12396125
5350046.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.04462605
5350046.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09421055
5350046.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.08429364999999998
5350046.0,Little Portugal,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11900279999999998
5350046.0,Little Portugal,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1289197
5350048.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.05950139999999999
5350048.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09421055
5350048.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.09916900000000001
5350048.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.13387814999999997
5350048.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1289197
5350049.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.06445985
5350049.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.08429364999999998
5350049.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.09916900000000001
5350049.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1289197
5350049.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.13387814999999997
5350051.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.05950139999999999
5350051.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.08429364999999998
5350051.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.0892521
5350051.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11900279999999998
5350051.0,High Park-Swansea,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1289197
5350052.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.05950139999999999
5350052.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09421055
5350052.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.09421055
5350052.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.12396125
5350052.0,Roncesvalles,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.13883659999999998
5350053.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.05454295
5350053.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09421055
5350053.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07933519999999998
5350053.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350053.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1289197
5350054.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.049584500000000004
5350054.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350054.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06941829999999999
5350054.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1090859
5350054.0,Dufferin Grove,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.11900279999999998
5350055.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.05454295
5350055.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350055.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06941829999999999
5350055.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1090859
5350055.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.12396125
5350056.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.04462605
5350056.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350056.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350056.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1090859
5350056.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.11900279999999998
5350057.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.03966759999999999
5350057.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.11404434999999999
5350057.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.05454295
5350057.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.10412745
5350057.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1090859
5350058.0,Palmerston-Little Italy,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.03966759999999999
